neighbourhood_code,neighbourhood_name
BU03510005,Het Zeeland
BU03510006,Het Groene Woud
BU03510007,Woudenberg-Oost
BU03510008,Bedrijventerrein
BU03510009,Den Treek-Henschoten
BU03510010,Geerestein
BU03510011,Voskuilen
BU03510012,Rumelaar-Lambalgen
BU03520000,Wijk bij Duurstede
BU03520101,Gebied ten zuiden van Amsterdam-Rijnkanaal
BU03520109,Verspreide huizen
BU03520200,Cothen
BU03520209,Verspreide huizen Cothen
BU03520300,Nederlangbroek
BU03520301,Nederlangbroek West- en Oostzijde
BU03520302,Overlangbroek
BU03520309,Verspreide huizen Langbroek
BU03530001,IJsselstein-Binnenstad
BU03530002,Nieuwpoort
BU03530003,Groenvliet
BU03530004,Kasteelkwartier
BU03530005,Europakwartier
BU03530006,Oranjekwartier
BU03530007,IJsselveld-Oost
BU03530008,IJsselveld-West
BU03530009,IJsseloevers
BU03530010,Hazenveld en Overwaard
BU03530011,Rijpickerwaard
BU03530012,Panoven
BU03530013,Paardenveld
BU03530014,Over Oudland
BU03530015,Industrieterrein Lage Dijk
BU03530016,Bedrijventerrein De Corridor
BU03530017,De Hoven en De Boomgaard
BU03530018,De Tuinen
BU03530019,Het Hart
BU03530020,De Wereldsteden
BU03530021,De Rivieren
BU03530022,Het Staatse
BU03530023,Benschopperpoort en Het Podium
BU03530024,Achterveld-Zuid
BU03530025,Achterveld-West
BU03530026,Achterveld-Noord
BU03530027,Achterveld-Oost
BU03530028,Eiterse Waard
BU03530029,Landelijk gebied Noord
BU03530030,Landelijk gebied Zuid
BU03550101,CarrÃƒÂ©
BU03550102,Centrumschil-Zuid
BU03550103,Centrumschil-Noord
BU03550104,Lyceumkwartier
BU03550105,Het Slot en omgeving
BU03550201,Patijnpark
BU03550202,Dijnselburg
BU03550203,Staatsliedenkwartier
BU03550204,Mooi Zeist
BU03550205,Vollenhove
BU03550206,Utrechtseweg
BU03550301,Griffensteijn en Kersbergen
BU03550302,Nijenheim
BU03550303,Crosesteijn
BU03550304,Vogelwijk
BU03550305,Brugakker
BU03550306,De Clomp
BU03550307,Couwenhoven
BU03550308,Blikkenburg e.o.
BU03550309,Weidegebied
BU03550401,Hoge Dennen
BU03550402,Kerckebosch
BU03550403,Driebergseweg
BU03550404,Station NS
BU03550405,Zeister Bos
BU03550406,Austerlitz
BU03550407,Verspreide huizen Austerlitz
BU03550501,Huis ter Heide-Zuid
BU03550502,Huis ter Heide-Noord
BU03550503,Bosch en Duin
BU03550504,Beukbergen
BU03550505,Den Dolder-Zuid
BU03550506,Den Dolder-Noord
BU03550507,Soestdijkerweg en omgeving
BU03550508,Sterrenberg
BU03560100,Jutphaas Wijkersloot
BU03560200,Zuilenstein
BU03560300,Batau Zuid
BU03560400,Batau Noord
BU03560500,Doorslag
BU03560600,Huis de Geer
BU03560700,Blokhoeve
BU03560800,Galecop
BU03561000,Fokkesteeg
BU03561100,Hoogzandveld
BU03561200,Lekboulevard
BU03561300,Vreeswijk
BU03561400,Merwestein
BU03561500,Park Oudegein
BU03561600,Zandveld
BU03561800,Het Klooster
BU03562000,Laagraven
BU03562100,Plettenburg
BU03562200,De Wiers
BU03562300,Hoge Landen
BU03562400,Stadscentrum
BU03580000,Centrum
BU03580001,Stommeer
BU03580004,Hornmeer
BU03580005,Uiterweg
BU03580100,Kudelstaart
BU03580200,Bovenlanden
BU03580201,Greenpark
BU03580205,Oosteinde
BU03580206,Schinkelpolder
BU03610904,Zuidschermer
BU03611006,Markenbinnen
BU03620101,Randwijck West
BU03620102,Randwijck Oost
BU03620201,Oranjebuurt
BU03620202,Patrimonium
BU03620301,Elsrijk West
BU03620302,Kruiskerkbuurt
BU03620303,Vredeveldbuurt
BU03620304,Elsrijk Oost
BU03620401,Stadshart
BU03620501,Uilenstede
BU03620502,Kronenburg
BU03620601,Heldenbuurt
BU03620602,Zeestratenbuurt
BU03620603,Boekenbuurt
BU03620604,Operabuurt
BU03620701,Middelpolder
BU03620702,Buurt over Ouderkerk
BU03620801,Oude Dorp
BU03620802,Kastanjebuurt
BU03620803,Van der Leekbuurt
BU03620804,Populierenbuurt
BU03620805,Augustinuspark
BU03620806,Startbaanbuurt
BU03620901,Langerhuize
BU03620902,Alpen Rondwegbuurt
BU03620903,In de Wolkenbuurt
BU03620904,Watercirkelbuurt
BU03620905,Kringloopbuurt
BU03621001,Beroepenbuurt
BU03621002,Hemellichamenbuurt
BU03621003,Punterbuurt
BU03621004,Molenbuurt
BU03621005,Galjoenbuurt
BU03621101,Bovenkerk
BU03621102,Buitenplaatsenbuurt
BU03621103,Betsy Perkbuurt
BU03621104,Legmeer
BU03621105,Landschappenbuurt
BU03621106,Theaterbuurt
BU03621201,Kastelenbuurt
BU03621202,Schrijversbuurt
BU03621203,Kruidenbuurt
BU03621204,De Scheg
BU03621301,Nes aan de Amstel
BU03621302,Legmeerpolder
BU03621401,Amsterdamse Bos Noord
BU03621402,Amsterdamse Bos Zuid
BU03750000,Wijkertoren
BU03750001,Meerplein
BU03750002,Koningstraat
BU03750003,Burgerhartstraat
BU03750004,Sint Aagtendorp
BU03750005,Reguliersstraat
BU03750100,Vondellaan
BU03750101,Ronde Boogaard
BU03750102,Westerhout
BU03750200,Oranjebuurt
BU03750201,Oud Sportpark
BU03750202,Beijnes
BU03750300,Plantage
BU03750301,Oostertuinen
BU03750302,Kuenenplein
BU03750303,De Naald
BU03750400,Warande
BU03750401,De Horn
BU03750500,Westertuinen
BU03750501,Creutzberglaan
BU03750502,Binnenduin
BU03750600,Oosterwijk
BU03750601,Zwaansmeer
BU03750700,Bleriotlaan
BU03750701,Fokkerlaan
BU03750702,Wijkerbaan
BU03750703,Overbos
BU03750800,Wijk aan Zee
BU03750801,Industriegebied Hoogovens
BU03750900,De Pijp
BU03750901,Kagerweg
BU03750902,Wijkerbroek
BU03751000,Lanen
BU03751001,De Ladder Noord
BU03751002,De Ladder Zuid
BU03751003,Waterwijk
BU03770000,Bloemendaal
BU03770001,Veen en Duin
BU03770002,Wildhoef
BU03770003,Duinlustpark
BU03770004,Provinciaal Ziekenhuis
BU03770005,De Rijp
BU03770009,Verspreide huizen Bloemendaal
BU03770100,Overveen
BU03770101,Oldenhove
BU03770109,Overveen-West
BU03770200,Aerdenhout-Centrum
BU03770201,Aerdenhout-West
BU03770202,Aerdenhout-Noord
BU03770209,Aerdenhout-Zuid
BU03770300,Vogelenzang
BU03770309,Verspreide huizen Vogelenzang
BU03770400,Oude Kern Bennebroek
BU03770401,Villawijk Het Duin
BU03770402,Leidsevaart- Bloemhof
BU03770403,Villawijk Bijweg
BU03770404,Meerwijk
BU03770409,Vogelenzang Psychiatrisch Ziekenhuis
BU03830001,Centrum-Noord
BU03830011,Centrum-Zuid
BU03830101,Oranjebuurt
BU03830111,Kooiweg
BU03830201,Molendijk
BU03830211,Noord-End
BU03830221,Albert's Hoeve
BU03830301,Beverwijkerstraatweg
BU03830311,Buitengebied
BU03830401,Bakkum-Noord
BU03830411,Bakkum-Zuid
BU03830421,Duin en Bosch
BU03830431,Duingebied
BU03830501,Akersloot Oost
BU03830511,Akersloot West
BU03830601,De Woude
BU03830701,Limmen West
BU03830711,Limmen Centrum
BU03830721,Limmen Oost
BU03930000,Halfweg
BU03930002,Spaarnwoude
BU03930003,Spaarndam (gedeeltelijk)
BU03930004,Haarlemmerliede en Penningsveer
BU03930009,Verspreide huizen Houtrakpolder
BU03960100,Centrum
BU03960101,Zaalbergkwartier
BU03960200,Commandeurs
BU03960201,Eikenhof
BU03960202,Landgoed Marquette
BU03960300,Oud Haarlem
BU03960301,Harteheem
BU03960302,Oosterwijk
BU03960303,Zuidbroek
BU03960400,De Houtwegen
BU03960401,Industriegebied
BU03960402,Heemskerkerduin
BU03960403,Noorddorp
BU03960404,Westertuinen
BU03960408,Business park Ijmond
BU03960409,Duingebied
BU03960500,Poelenburg
BU03960501,Oosterzij
BU03960502,Neksloot
BU03960503,Steenstrapark
BU03960600,De Maer
BU03960601,De Die
BU03960602,Rendorppark
BU03960603,Breedweer
BU03960604,Tolhek
BU03960605,De Trompet
BU03960607,Noorderveld
BU03960700,Onderwijzersbuurt
BU03960701,Villabuurt
BU03960702,Beijnesbuurt
BU03960800,Slotherenbuurt
BU03960801,Verzetstrijdersbuurt
BU03960802,Beijerlust
BU03960900,Hoogdorp
BU03960901,Waterakkers
BU03961001,De Citadel
BU03961002,De Wadden
BU03961100,Landelijk gebied
BU03970000,Centrum
BU03970001,"Oude Dorp, Indische buurt en omgeving"
BU03970002,Zandvoortselaan en Berkenrode en omgeving
BU03970003,"Heemsteedse Dreef, Schildersbuurt en omgeving"
BU03970004,Van Merlenbuurt en Valkenburgerplein en omgeving
BU03970005,Schouwbroekerpolder
BU03970006,Rivierenbuurt
BU03970007,Kennemerduin en omgeving
BU03970008,Provincienbuurt
BU03970009,Geleerdenbuurt
BU03970100,De Glip
BU03970101,Glipper Dreef en Staatsliedenbuurt
BU03970102,Manpad en Hartekamp
BU03970200,Dichters- en Vogelbuurt
BU04370000,Ouderkerk aan de Amstel
BU04370001,Duivendrecht
BU04370002,Industriegebied Amstel
BU04370006,Verspreide huizen in de Rondehoeppolder
BU04370007,Verspreide huizen in de Duivendrechtsche polder
BU04370008,Verspreide huizen in de Bullewijker polder
BU04370009,Verspreide huizen langs De Bullewijk en De Hole
BU04500001,De Koog
BU04500002,De Kleis
BU04500003,Waldijk
BU04500004,Oude Dorp
BU04500005,Bedrijventerrein
BU04500006,Buitengebied
BU04511500,Dorpscentrumcentrum
BU04512500,Thamerdal
BU04513500,Zijdelwaard
BU04514500,Legmeer
BU04515000,Langs de Vuurlinie
BU04515500,Veilinggebied
BU04516500,Meerwijk
BU04517500,Bedrijventerrein
BU04518500,Meerwijk
BU04519000,Glastuinbouwgebied
BU04519500,Veenweidegebied
BU04730101,Boulevard Noord
BU04730102,Stations omgeving
BU04730103,Oud Noord
BU04730104,Nieuw Noord - bedrijven
BU04730105,Nieuw Noord - wonen
BU04730106,Sport Circuit
BU04730107,Recreatiepark
BU04730201,Boulevard Midden
BU04730202,Boulevard Zuid
BU04730203,Brederode- Gerkestraat e.o.
BU04730204,Zandvoortselaan
BU04730205,Kostverloren e.o.
BU04730206,Centrum
BU04730301,Bentveld Noord
BU04730302,Bentveld Zuid
BU04730401,Noord strand
BU04730402,Zuid strand
BU04730403,Zuid duinen
BU04730404,Noord duinen
BU04820101,Cortgene
BU04820102,Redersbuurt
BU04820103,kerkbuurt
BU04820104,Polderbuurt
BU04820105,De Werven
BU04820201,Dijk
BU04820202,Vogelbuurt
BU04820203,Waterland
BU04820204,Groene Long
BU04820205,Rivierenbuurt
BU04820206,Nieuw Kinderdijk
BU04820301,Zeelt
BU04820302,Middelland
BU04820303,Blokweer Noord
BU04820304,Blokweer Zuid
BU04820305,Drentsebuurt
BU04820306,Florabuurt
BU04820307,Staatsliedenbuurt
BU04820401,Schildersbuurt
BU04820402,Schrijversbuurt
BU04820403,Klein Alblas
BU04820404,Oranjebuurt
BU04820501,Vinkenwaard
BU04820502,Hoogendijk
BU04820503,Nieuwland
BU04820601,Polder Blokweer
BU04820602,Polder Kortland
BU04820603,Polder Souburgh
BU04820604,Polder Vinkenwaard
BU04890101,Centrum
BU04890102,Centrum Oost
BU04890103,Centrum West
BU04890204,Noord 1
BU04890205,Noord 2
BU04890206,Noord 3
BU04890207,Noord 4
BU04890308,Binnenland
BU04890409,Oranjewijk 1
BU04890410,Oranjewijk 2
BU04890511,Buitenoord 1
BU04890512,Buitenoord 2
BU04890513,Buitenoord 3
BU04890614,Ter Leede
BU04890715,Paddewei
BU04890816,Molenvliet 1
BU04890817,Molenvliet 2
BU04890918,Nieuweland 1
BU04890919,Nieuweland 2
BU04890920,Nieuweland 3
BU04890921,Nieuweland 4
BU04890922,Nieuweland 5
BU04891023,Dorpzicht
BU04891124,Bijdorp
BU04891225,Smitshoek
BU04891226,Smitshoek 1
BU04891227,Smitshoek 2
BU04891328,Voordijk
BU04891429,Meerwede Noordoost
BU04891430,Meerwede Noordwest
BU04891431,Meerwede Zuidoost
BU04891432,Meerwede Zuidwest
BU04891533,Waterkant
BU04891634,Havenkwartier
BU04891735,Gaatkensoog
BU04891836,Riederhoek
BU04891937,Vrijheidsakker
BU04892039,Vrijenburg
BU04893050,Sportpark Smitshoek
BU04893051,Sint Clarabos
BU04893052,Vrijenburgbos
BU04893053,Kooiwalbos
BU04893054,Dordtsestraatweg
BU04893160,Koedood
BU04893161,Achterzeedijk West
BU04893162,Achterzeedijk Oost
BU04893163,Noldijk
BU04893164,Kilweg
BU04895070,BT Reijerswaard
BU04895071,BT Cornelisland
BU04895072,BT Dierenstein
BU04895073,BT Veiling
BU04895074,BT Handelscentrum
BU04895075,BT Gebroken Meeldijk
BU04895076,BT Ziedewij
BU04895077,BT Bijdorp
BU04895078,BT Kilweg Noord
BU04895080,BT Achterzeedijk
BU04895081,BT Vaanpark 1
BU04895082,BT Vaanpark 2
BU04895083,BT Vaanpark 3
BU04895084,BT Vaanpark 4
BU05010000,Brielle
BU05010001,Spuilaan en omgeving
BU05010002,De Kapel en omgeving
BU05010003,Rugge
BU05010004,Noord Meeuwenoord
BU05010005,Kleine Goote
BU05010006,Nieuwland
BU05010009,Verspreide huizen
BU05010100,Vierpolders
BU05010109,Verspreide huizen
BU05010200,Zwartewaal
BU05010201,Tuindorp-Hofstede
BU05010202,Zalmlaan
BU05010209,Verspreide huizen
BU05010300,Recreatiestrook Brielse Maas
BU05020110,IJsseldijk
BU05020111,Redebuurt
BU05020112,Industrieterrein-West
BU05020113,Zeeheldenbuurt-West
BU05020114,Zeeheldenbuurt-Oost
BU05020115,Chopin-buurt
BU05020116,Bizet-buurt
BU05020117,Paganini-buurt
BU05020118,Rossini-buurt
BU05020119,Puccini-buurt
BU05020223,Reviusbuurt
BU05020224,Dichtersbuurt
BU05020225,Merelbuurt
BU05020226,Schildersbuurt
BU05020227,Valeriusbuurt
BU05020228,Rozenburcht
BU05020229,Oude plaats
BU05020332,Hovenbuurt
BU05020333,Koperwiek
BU05020334,Meeuwenbuurt
BU05020335,Alkenoord
BU05020336,Vuykterrein
BU05020337,Oude Kern
BU05020338,Kievitlaan
BU05020441,De Baronie
BU05020442,Diepenbuurt
BU05020443,Dalenbuurt
BU05020444,Sportpark Couwenhoek
BU05020445,Eilandenbuurt
BU05020446,Waardenbuurt
BU05020447,AWZI Oostgaarde
BU05020448,Baaienbuurt
BU05020449,Paradijssel
BU05020551,Beemster en Purmerhoek
BU05020552,Schermerhoek
BU05020553,Wormerhoek
BU05020554,Scandinavischebuurt
BU05020555,Amerikaansebuurt
BU05020556,Bergenbuurt
BU05020557,Molukkenbuurt
BU05020621,'s-Gravenweg en Alexanderlaan
BU05020622,'s-Gravenpark
BU05020631,Stationsbuurt
BU05020658,Klaverweide
BU05020659,Klinkert
BU05020661,Molenbuurt
BU05020662,Florabuurt
BU05020663,Bloemenbuurt-West
BU05020664,Bloemenbuurt-Oost
BU05020665,Akker- en Haagwinde
BU05020666,Sportpark Schenkel
BU05020770,Dansenbuurt-Noord
BU05020771,Burgenbuurt
BU05020772,Dansenbuurt-Zuid
BU05020773,Ervenbuurt
BU05020774,Stadsdeelpark
BU05020775,Instrumentenbuurt
BU05020776,Kunstenaarsbuurt
BU05020777,Operabuurt
BU05020778,Gebouwenbuurt
BU05020779,Schildersvormenbuurt
BU05020880,Hoofdweg Sector E en F
BU05020881,Hoofdweg Sector A
BU05020882,Hoofdweg Sector B
BU05020883,Hoofdweg Sector C
BU05020884,Hoofdweg Sector D
BU05020885,Hoofdweg Sector G
BU05020886,Sporenbuurt-West
BU05020887,Sporenbuurt-Oost
BU05020888,Tuinenbuurt
BU05020889,Kunstenaarsbuurt-Noord
BU05020991,Fascinatio West
BU05020992,Fascinatio Oost
BU05020993,Capelsebrug
BU05020994,Rijckevorselpark
BU05020995,Rivium 1e straat
BU05020996,AWZI Rivium
BU05020997,Rivium 2e straat
BU05020998,Rivium Promenade
BU05031100,Bedrijventerrein Wateringseweg
BU05031101,Centrum-Noord
BU05031102,Centrum-West
BU05031103,Centrum-Oost
BU05031104,Centrum
BU05031105,Stationsbuurt
BU05031106,Centrum-Zuidwest
BU05031107,In de Veste
BU05031108,Centrum-Zuidoost
BU05031109,Zuidpoort
BU05031200,Bedrijventerrein Haagweg
BU05031201,Indische Buurt-Noord
BU05031202,Indische Buurt-Zuid
BU05031203,Sint Joris
BU05031204,Koepoort
BU05031205,Bomenwijk
BU05031206,Biesland
BU05031207,Heilige Land
BU05031208,Bedrijventerrein Delftse Poort-West
BU05031300,Bedrijventerrein Altena
BU05031301,Agnetaparkbuurt
BU05031302,Ministersbuurt-West
BU05031303,Ministersbuurt-Oost
BU05031304,Westeindebuurt
BU05031305,Olofsbuurt
BU05031306,Krakeelpolder
BU05031307,Westerkwartier
BU05031400,Kuyperwijk-Noord
BU05031401,Kuyperwijk-Zuid
BU05031402,Ecodus
BU05031403,Marlot
BU05031404,Westlandhof
BU05031405,Hoornse Hof
BU05031406,Den Hoorn
BU05031407,Molenbuurt
BU05031600,De Bras
BU05031601,Bedrijventerrein Ypenburgsepoort
BU05031602,De Grote Plas
BU05031603,Bedrijventerrein Delftse Poort-Oost
BU05031604,Hoflaan
BU05032200,Bedrijventerrein Tanthof-West
BU05032201,Afrikabuurt-West
BU05032202,Afrikabuurt-Oost
BU05032203,Latijns Amerikabuurt
BU05032204,AziÃƒÂ«buurt
BU05032205,Tanthofkadebuurt
BU05032300,Bedrijventerrein Tanthof-Oost
BU05032301,Boerderijbuurt
BU05032302,Dierenbuurt
BU05032303,Vogelbuurt-West
BU05032304,Vogelbuurt-Oost
BU05032305,Bosrand
BU05032400,Poptahof-Noord
BU05032401,Poptahof-Zuid
BU05032402,Bedrijventerrein Voorhof
BU05032403,Mythologiebuurt
BU05032404,Aart van der Leeuwbuurt
BU05032405,Roland Holstbuurt
BU05032406,Voorhof-Hoogbouw
BU05032407,Multatulibuurt
BU05032408,Bedrijventerrein Vulcanusweg
BU05032500,Reinier de Graafbuurt
BU05032501,Buitenhof-Noord
BU05032502,Juniusbuurt
BU05032503,Gillisbuurt
BU05032504,Fledderusbuurt
BU05032505,Het Rode Dorp
BU05032506,Pijperring
BU05032507,Verzetstrijdersbuurt
BU05032508,Vrijheidsbuurt
BU05032509,Buitenhof-Zuid
BU05032510,Kerkpolder
BU05032600,Abtswoude
BU05032700,Delftzicht
BU05032702,Bedrijventerrein Schieweg-Noord
BU05032703,Bedrijventerrein Schieweg-Zuid
BU05032704,Schieweg-Polder
BU05032800,Zeeheldenbuurt
BU05032801,TU-Noord
BU05032802,Wippolder-Noord
BU05032803,Wippolder-Zuid
BU05032804,Bedrijventerrein Rotterdamseweg-Noord
BU05032805,TU-Campus
BU05032806,Professorenbuurt
BU05032807,Bedrijventerrein Delftech
BU05032808,Pauwmolen
BU05032809,Koningsveldbuurt
BU05032900,Bedrijventerrein Rotterdamseweg-Zuid
BU05032901,Bedrijventerrein Technopolis
BU05032902,Ackersdijk
BU05050100,Nieuwe Haven en omgeving
BU05050101,Groenmarkt en omgeving
BU05050102,Grote Markt en omgeving
BU05050103,Wijnstraat en omgeving
BU05050104,Kalkhaven
BU05050105,Achterhakkers en omgeving
BU05050106,Boogjes en omgeving
BU05050107,Lombard en omgeving
BU05050108,Centrum
BU05050109,Augustijnenkamp en omgeving
BU05050110,Geldelozepad en omgeving
BU05050111,Rozenhof en omgeving
BU05050112,Beverwijcksplein en omgeving
BU05050113,Burgemeester de Raadtsingel en omgeving
BU05050114,Kon. Wilhelminastraat en omgeving
BU05050200,Bleijenhoek
BU05050201,Stadswerven
BU05050202,Lijnbaan
BU05050203,Matena's Pad en omgeving
BU05050204,Merwestein-Noord
BU05050205,Kasperspad en omgeving
BU05050206,Park Merwestein en omgeving
BU05050300,Zuidendijk
BU05050301,Viottakade en omgeving
BU05050302,Erasmuslaan en omgeving
BU05050303,Breitnerstraat en omgeving
BU05050304,Jacob Marisstraat en omgeving
BU05050305,Krispijnse Driehoek
BU05050306,Jacob Catsstraat en omgeving
BU05050307,Rembrandtlaan en omgeving
BU05050400,Pr. Bernhardstraat en omgeving
BU05050401,Waldeck Pyrmontweg en omgeving
BU05050402,Anna Paulownastraat en omgeving
BU05050403,Emmastraat en omgeving
BU05050404,Bloemenbuurt
BU05050405,Weizigtpark
BU05050406,Nieuweweg en omgeving
BU05050500,Wantijpark en omgeving
BU05050501,Transvaalstraat en omgeving
BU05050502,Indische Buurt-Zuid
BU05050503,Indische Buurt-Noord
BU05050504,Boeroestraat en omgeving
BU05050505,Vogelplein-Aalscholverstraat en omgeving
BU05050506,Hoekenessestraat en omgeving
BU05050507,Standhasenstraat en omgeving
BU05050508,Heysterbachstraat en omgeving
BU05050509,Maria Montessorilaan en omgeving
BU05050510,Sportterrein Krommedijk
BU05050600,Plein 1940-1945 en omgeving
BU05050601,Beekmanstraat en omgeving
BU05050602,Noorderkwartier
BU05050603,Amerstraat en omgeving
BU05050604,Merwedepolder-West
BU05050605,Merwedepolder-Oost
BU05050606,Spaarbekken
BU05050607,1e Merwedehaven en omgeving
BU05050608,2e Merwedehaven en omgeving
BU05050700,Admiraalsplein
BU05050701,Van Kinsbergenstraat en omgeving
BU05050702,Cornelis Evertsenstraat en omgeving
BU05050703,Dorus Rijkersstraat en omgeving
BU05050704,Van Ewijckstraat en omgeving
BU05050705,Zeehavenlaan en omgeving
BU05050706,Laan der Verenigde Naties Noord
BU05050707,Dordtse Hout
BU05050800,Crabbehof-Zuid
BU05050801,Crabbehof-Noord
BU05050802,Zuidhoven
BU05050900,Sterrenburg 1-West
BU05050901,Sterrenburg 1-Oost
BU05050902,Waterman en omgeving
BU05050903,Driehoek en omgeving
BU05050904,Blaauwweg en omgeving
BU05050905,Minnaertweg en omgeving
BU05050906,Mildenburg en omgeving
BU05050907,Zuilenburg en omgeving
BU05050908,Vredenburg en omgeving
BU05050909,Wittenstein en omgeving
BU05050910,Smitsweg
BU05051000,Vissersdijk-West
BU05051001,Vissersdijk-Beneden
BU05051002,Vissersdijk-Oost
BU05051003,Egstraat en omgeving
BU05051004,Oudendijk en omgeving
BU05051005,Vissersdijk-Noord
BU05051006,Dubbeldam-Noord
BU05051007,Dubbeldam-Zuid
BU05051008,Bastion locatie
BU05051009,Locatie Karel Lotsyweg
BU05051010,Albert Schweitzerplaats
