buurtcode,QI_oppervlakteklasse,QI_bouwjaarklasse,aantal_gebouwen,totaal_oppervlakte,gem_epi,buurtnaam
BU03070100,Small,<1991,120,11461,2.291801762,Hof
BU03070100,Medium,<1991,35,15273,2.455087409,Hof
BU03070100,Large,<1991,3,25173,1.757884241,Hof
BU03070101,Small,<1991,44,4149,2.461723307,Nieuwstraat
BU03070101,Small,1991-2000,6,269,1.3,Nieuwstraat
BU03070101,Medium,<1991,19,6412,2.206347473,Nieuwstraat
BU03070101,Medium,1991-2000,3,746,1.3,Nieuwstraat
BU03070101,Medium,>2000,1,403,0.6,Nieuwstraat
BU03070101,Large,<1991,1,3406,2.8,Nieuwstraat
BU03070102,Small,<1991,12,1401,2.233083512,Mooierstraat
BU03070102,Small,1991-2000,21,1397,1.139599141,Mooierstraat
BU03070102,Medium,<1991,22,8663,2.164331063,Mooierstraat
BU03070102,Medium,1991-2000,1,309,1.05,Mooierstraat
BU03070102,Large,1991-2000,1,2300,1.3,Mooierstraat
BU03070103,Small,<1991,34,3022,2.364268696,Lieve Vrouwekerkhof
BU03070103,Small,1991-2000,1,60,1.3,Lieve Vrouwekerkhof
BU03070103,Medium,<1991,29,13870,2.059976208,Lieve Vrouwekerkhof
BU03070103,Medium,>2000,2,448,1.3,Lieve Vrouwekerkhof
BU03070104,Small,<1991,98,6901,2.227862629,Coninckstraat
BU03070104,Small,1991-2000,17,519,1.31283237,Coninckstraat
BU03070104,Small,>2000,7,222,1.3,Coninckstraat
BU03070104,Medium,<1991,34,15139,2.345719664,Coninckstraat
BU03070104,Medium,1991-2000,1,500,1.3,Coninckstraat
BU03070104,Large,<1991,1,5275,1.6,Coninckstraat
BU03070105,Small,<1991,45,4239,2.620672328,Beestenmarkt
BU03070105,Small,>2000,2,144,1.3,Beestenmarkt
BU03070105,Medium,<1991,14,5728,2.096682961,Beestenmarkt
BU03070105,Medium,1991-2000,2,1580,1.3,Beestenmarkt
BU03070105,Medium,>2000,3,1295,0.829227799,Beestenmarkt
BU03070105,Large,<1991,1,9700,1.6,Beestenmarkt
BU03070106,Small,<1991,67,7144,1.999146137,Gote Haag
BU03070106,Small,1991-2000,9,845,1.3,Gote Haag
BU03070106,Small,>2000,20,839,1.228665077,Gote Haag
BU03070106,Medium,<1991,32,14612,2.066788256,Gote Haag
BU03070106,Medium,1991-2000,3,2206,1.3,Gote Haag
BU03070106,Medium,>2000,8,5026,1.234848786,Gote Haag
BU03070106,Large,<1991,2,7893,1.551111111,Gote Haag
BU03070107,Small,<1991,30,3279,2.011881671,Stadhuisplein
BU03070107,Small,1991-2000,18,1590,1.256584906,Stadhuisplein
BU03070107,Small,>2000,1,7,1.3,Stadhuisplein
BU03070107,Medium,<1991,31,15592,1.939742817,Stadhuisplein
BU03070107,Medium,1991-2000,17,10264,1.133683749,Stadhuisplein
BU03070107,Medium,>2000,2,1892,1.168710359,Stadhuisplein
BU03070107,Large,<1991,4,33872,1.950541745,Stadhuisplein
BU03070107,Large,1991-2000,5,27731,1.244589088,Stadhuisplein
BU03070107,Large,>2000,1,12671,0.78,Stadhuisplein
BU03070108,Small,<1991,77,2069,2.406694055,Schimmelpenninckstraat
BU03070108,Small,1991-2000,1,138,0.77,Schimmelpenninckstraat
BU03070108,Small,>2000,3,54,1.3,Schimmelpenninckstraat
BU03070108,Medium,<1991,4,2316,2.365414508,Schimmelpenninckstraat
BU03070108,Medium,1991-2000,2,1657,1.3,Schimmelpenninckstraat
BU03070200,Small,<1991,3,96,2.073958333,Smallepad
BU03070200,Small,1991-2000,3,132,1.3,Smallepad
BU03070200,Small,>2000,3,354,1.3,Smallepad
BU03070200,Medium,<1991,6,3715,1.935397039,Smallepad
BU03070200,Medium,1991-2000,24,25675,1.287341772,Smallepad
BU03070200,Medium,>2000,50,36272,1.276372133,Smallepad
BU03070200,Large,<1991,2,12181,1.67285855,Smallepad
BU03070200,Large,1991-2000,7,50670,1.231940004,Smallepad
BU03070200,Large,>2000,8,32491,1.226979779,Smallepad
BU03070202,Small,<1991,17,2050,2.420819512,Snouckaertlaan
BU03070202,Small,1991-2000,7,664,1.373373494,Snouckaertlaan
BU03070202,Small,>2000,1,60,1.06,Snouckaertlaan
BU03070202,Medium,<1991,36,18852,1.776992362,Snouckaertlaan
BU03070202,Medium,1991-2000,7,2524,1.320356577,Snouckaertlaan
BU03070202,Medium,>2000,8,4780,1.219748954,Snouckaertlaan
BU03070202,Large,<1991,2,4900,1.312110204,Snouckaertlaan
BU03070202,Large,1991-2000,1,3304,1.27,Snouckaertlaan
BU03070204,Small,<1991,47,3809,2.159262274,Zonnehof
BU03070204,Small,>2000,2,124,1.195806452,Zonnehof
BU03070204,Medium,<1991,37,15394,1.845610628,Zonnehof
BU03070204,Medium,1991-2000,2,914,1.3,Zonnehof
BU03070204,Large,<1991,2,6516,1.469043892,Zonnehof
BU03070205,Small,<1991,7,552,2.081557971,Weltevreden
BU03070205,Small,1991-2000,2,261,1.3,Weltevreden
BU03070205,Small,>2000,9,841,0.944863258,Weltevreden
BU03070205,Medium,<1991,3,800,2.0492625,Weltevreden
BU03070205,Medium,>2000,1,749,0.6,Weltevreden
BU03070206,Small,<1991,19,1478,2.482949932,Bloemweg
BU03070206,Small,1991-2000,1,74,1.3,Bloemweg
BU03070206,Small,>2000,12,650,1.3,Bloemweg
BU03070206,Medium,<1991,10,3836,2.023696559,Bloemweg
BU03070206,Medium,>2000,2,755,1.3,Bloemweg
BU03070206,Large,<1991,1,3132,2.25,Bloemweg
BU03070300,Small,<1991,22,1947,2.146928608,Rivierenbuurt-Oost
BU03070300,Small,1991-2000,1,13,1.3,Rivierenbuurt-Oost
BU03070300,Small,>2000,2,50,1.3,Rivierenbuurt-Oost
BU03070300,Medium,<1991,12,6765,1.964301552,Rivierenbuurt-Oost
BU03070300,Medium,1991-2000,1,873,1.3,Rivierenbuurt-Oost
BU03070301,Small,<1991,10,726,2.136763085,Rivierenbuurt-West
BU03070301,Medium,<1991,6,4025,1.927408696,Rivierenbuurt-West
BU03070301,Medium,>2000,1,647,1.3,Rivierenbuurt-West
BU03070302,Small,<1991,42,2105,2.156047506,G. van Stellingwerfstraat
BU03070302,Small,1991-2000,20,360,1.3,G. van Stellingwerfstraat
BU03070302,Small,>2000,1,20,1.3,G. van Stellingwerfstraat
BU03070302,Medium,<1991,4,1241,2.214343272,G. van Stellingwerfstraat
BU03070302,Medium,1991-2000,2,891,1.3,G. van Stellingwerfstraat
BU03070303,Small,<1991,41,2631,2.170969213,Bloemenbuurt-Oost
BU03070303,Small,1991-2000,1,27,1.3,Bloemenbuurt-Oost
BU03070303,Small,>2000,13,348,1.3,Bloemenbuurt-Oost
BU03070303,Medium,<1991,8,2522,1.678659794,Bloemenbuurt-Oost
BU03070304,Small,<1991,17,849,2.000930506,Bloemenbuurt-West
BU03070304,Small,1991-2000,1,13,1.3,Bloemenbuurt-West
BU03070304,Small,>2000,1,164,1.3,Bloemenbuurt-West
BU03070304,Medium,<1991,2,1592,1.057374372,Bloemenbuurt-West
BU03070304,Large,<1991,1,3064,1.6,Bloemenbuurt-West
BU03070305,Small,<1991,71,1548,2.172189922,Bomenbuurt
BU03070305,Small,1991-2000,1,42,1.3,Bomenbuurt
BU03070305,Small,>2000,1,15,1.3,Bomenbuurt
BU03070305,Medium,<1991,2,797,1.945219573,Bomenbuurt
BU03070306,Small,<1991,3,265,2.25,Puntenburg
BU03070306,Small,>2000,10,964,1.314885892,Puntenburg
BU03070306,Medium,<1991,7,3548,2.051848929,Puntenburg
BU03070306,Medium,>2000,17,14524,1.282229413,Puntenburg
BU03070306,Large,<1991,2,4396,2.25,Puntenburg
BU03070306,Large,>2000,6,40009,1.3,Puntenburg
BU03070307,Small,>2000,11,994,1.181881288,Piet Mondriaanlaan
BU03070307,Medium,>2000,35,26196,1.245617652,Piet Mondriaanlaan
BU03070307,Large,>2000,1,8900,1.3,Piet Mondriaanlaan
BU03070401,Small,<1991,9,1031,2.25,Eemplein
BU03070401,Small,>2000,23,1814,1.3,Eemplein
BU03070401,Medium,<1991,19,12700,2.134254331,Eemplein
BU03070401,Medium,>2000,13,6617,1.3,Eemplein
BU03070401,Large,>2000,9,62616,1.132097387,Eemplein
BU03070402,Small,<1991,4,194,2.172938144,Geldersestraat
BU03070402,Small,1991-2000,3,145,1.3,Geldersestraat
BU03070402,Medium,<1991,7,4146,2.198106609,Geldersestraat
BU03070402,Medium,1991-2000,16,14358,0.926372057,Geldersestraat
BU03070402,Large,<1991,3,10074,1.480922176,Geldersestraat
BU03070402,Large,1991-2000,3,8559,0.837701834,Geldersestraat
BU03070402,Large,>2000,1,15495,1.3,Geldersestraat
BU03070403,Small,<1991,10,679,2.01275405,Chromiumweg
BU03070403,Small,1991-2000,20,2417,1.3,Chromiumweg
BU03070403,Small,>2000,137,9010,1.3,Chromiumweg
BU03070403,Medium,<1991,53,35701,1.909609255,Chromiumweg
BU03070403,Medium,1991-2000,23,12574,1.145534436,Chromiumweg
BU03070403,Medium,>2000,26,20270,1.242743463,Chromiumweg
BU03070403,Large,<1991,9,50435,1.894483791,Chromiumweg
BU03070403,Large,>2000,1,2396,1.3,Chromiumweg
BU03070404,Small,<1991,26,1657,1.935455643,Uraniumweg
BU03070404,Small,1991-2000,8,539,1.3,Uraniumweg
BU03070404,Small,>2000,32,3220,1.26073913,Uraniumweg
BU03070404,Medium,<1991,68,45969,1.930251256,Uraniumweg
BU03070404,Medium,1991-2000,4,1876,1.228230277,Uraniumweg
BU03070404,Medium,>2000,31,19541,1.255174249,Uraniumweg
BU03070404,Large,<1991,3,8788,1.961168639,Uraniumweg
BU03070404,Large,>2000,3,12092,1.034674165,Uraniumweg
BU03070500,Small,<1991,15,1176,1.85994898,Birkhoven en Bokkeduinen
BU03070500,Small,1991-2000,50,3364,1.316420927,Birkhoven en Bokkeduinen
BU03070500,Small,>2000,55,3696,1.30034632,Birkhoven en Bokkeduinen
BU03070500,Medium,<1991,26,15087,1.733437396,Birkhoven en Bokkeduinen
BU03070500,Medium,1991-2000,3,1340,1.3,Birkhoven en Bokkeduinen
BU03070500,Medium,>2000,12,6996,1.334888508,Birkhoven en Bokkeduinen
BU03070500,Large,<1991,6,33393,1.751399994,Birkhoven en Bokkeduinen
BU03070500,Large,>2000,2,8585,1.3,Birkhoven en Bokkeduinen
BU03070501,Small,<1991,16,712,2.035182584,Vlasakkers
BU03070501,Small,1991-2000,3,142,1.3,Vlasakkers
BU03070501,Small,>2000,2,169,1.133846154,Vlasakkers
BU03070501,Medium,<1991,26,19160,2.016800626,Vlasakkers
BU03070501,Medium,>2000,2,687,1.3,Vlasakkers
BU03070501,Large,<1991,18,115763,2.120410321,Vlasakkers
BU03070501,Large,1991-2000,2,4400,1.3,Vlasakkers
BU03070501,Large,>2000,4,14850,1.3,Vlasakkers
BU03070502,Small,<1991,12,660,1.980151515,Zon en Schild
BU03070502,Small,1991-2000,1,28,1.3,Zon en Schild
BU03070502,Small,>2000,2,168,1.3,Zon en Schild
BU03070502,Medium,<1991,24,19134,2.010243023,Zon en Schild
BU03070502,Large,<1991,4,52151,1.755632682,Zon en Schild
BU03070502,Large,1991-2000,2,7393,1.264033545,Zon en Schild
BU03070502,Large,>2000,1,7280,1.3,Zon en Schild
BU03070600,Small,<1991,41,1002,2.248742515,Jericho en Jeruzalem
BU03070600,Large,<1991,1,3068,1.6,Jericho en Jeruzalem
BU03070601,Small,<1991,89,2696,2.286290801,Meridiaan
BU03070601,Small,>2000,3,120,1.3,Meridiaan
BU03070601,Medium,<1991,5,3141,1.874816937,Meridiaan
BU03070601,Medium,>2000,4,1254,1.3,Meridiaan
BU03070601,Large,<1991,2,28960,2.25,Meridiaan
BU03070601,Large,>2000,1,2066,1.3,Meridiaan
BU03070603,Small,<1991,15,270,2.25,Gildekwartier
BU03070603,Small,1991-2000,2,20,1.3,Gildekwartier
BU03070603,Small,>2000,14,1281,1.259180328,Gildekwartier
BU03070603,Medium,<1991,5,1513,2.217250496,Gildekwartier
BU03070603,Medium,>2000,4,3026,1.125446134,Gildekwartier
BU03070603,Large,>2000,1,3630,1.3,Gildekwartier
BU03070700,Small,<1991,37,1619,2.206497838,Evertsenstraat
BU03070700,Small,1991-2000,1,102,1.3,Evertsenstraat
BU03070700,Small,>2000,1,15,1.3,Evertsenstraat
BU03070700,Medium,<1991,13,8485,2.036659988,Evertsenstraat
BU03070700,Medium,>2000,3,2403,1.3,Evertsenstraat
BU03070701,Small,<1991,87,4501,1.799433459,Neptunusplein
BU03070701,Small,1991-2000,12,881,1.447570942,Neptunusplein
BU03070701,Small,>2000,13,1491,1.3,Neptunusplein
BU03070701,Medium,<1991,9,3777,1.806658724,Neptunusplein
BU03070701,Medium,1991-2000,2,1741,0.748523837,Neptunusplein
BU03070701,Medium,>2000,5,4824,0.992408789,Neptunusplein
BU03070702,Small,<1991,91,2414,2.203202154,Columbusweg
BU03070702,Small,>2000,1,148,1.3,Columbusweg
BU03070702,Medium,<1991,7,5406,2.108962264,Columbusweg
BU03070702,Medium,1991-2000,1,407,1.3,Columbusweg
BU03070702,Large,<1991,2,6935,2.607361211,Columbusweg
BU03070702,Large,1991-2000,1,8368,1.3,Columbusweg
BU03070800,Small,<1991,163,3290,2.084042553,Vuurtoren
BU03070800,Small,1991-2000,13,243,1.3,Vuurtoren
BU03070800,Medium,<1991,4,2074,2.112415622,Vuurtoren
BU03070800,Medium,>2000,1,620,1.3,Vuurtoren
BU03070801,Small,<1991,115,2336,2.173202055,De Plaatsen
BU03070801,Small,>2000,2,30,1.3,De Plaatsen
BU03070801,Medium,<1991,3,3288,1.55071472,De Plaatsen
BU03070801,Large,<1991,2,15898,1.6,De Plaatsen
BU03070801,Large,1991-2000,1,3832,1.3,De Plaatsen
BU03070803,Small,<1991,146,2657,2.166334212,Koperhorst
BU03070803,Small,1991-2000,2,197,1.3,Koperhorst
BU03070803,Small,>2000,1,18,1.3,Koperhorst
BU03070803,Medium,<1991,2,1900,1.517642105,Koperhorst
BU03070803,Medium,1991-2000,1,227,1.3,Koperhorst
BU03070803,Large,<1991,1,8845,1.6,Koperhorst
BU03070900,Small,<1991,18,367,1.6,Elly Takmastraat
BU03070900,Small,>2000,5,90,1.3,Elly Takmastraat
BU03070900,Medium,1991-2000,1,1329,1.3,Elly Takmastraat
BU03070902,Small,<1991,25,1913,1.515666492,Camera Obscurastraat
BU03070902,Medium,<1991,9,6323,1.579756445,Camera Obscurastraat
BU03070903,Small,<1991,36,696,1.597916667,Queekhoven
BU03070903,Small,>2000,1,53,1.3,Queekhoven
BU03070903,Medium,<1991,4,3761,1.565429407,Queekhoven
BU03070905,Small,<1991,10,710,1.625591549,Het Gein
BU03070905,Medium,<1991,7,1638,1.258571429,Het Gein
BU03070905,Medium,1991-2000,6,1404,0.881666667,Het Gein
BU03070905,Large,1991-2000,2,9000,1.3,Het Gein
BU03071000,Small,<1991,160,3549,2.084601296,Liendertsedreef
BU03071000,Small,1991-2000,26,600,1.3,Liendertsedreef
BU03071000,Medium,<1991,4,1603,1.836400499,Liendertsedreef
BU03071000,Large,<1991,1,4813,2.25,Liendertsedreef
BU03071001,Small,<1991,132,3212,2.129420922,Vinkenbaan
BU03071001,Small,>2000,4,251,1.3,Vinkenbaan
BU03071001,Medium,<1991,6,6622,1.838766234,Vinkenbaan
BU03071001,Medium,>2000,7,4714,1.171701315,Vinkenbaan
BU03071001,Large,<1991,2,7108,2.25,Vinkenbaan
BU03071001,Large,>2000,1,2696,1.3,Vinkenbaan
BU03071002,Small,<1991,194,3971,2.274288592,De Horsten
BU03071002,Medium,<1991,3,2216,2.25,De Horsten
BU03071003,Small,<1991,355,7165,2.242816469,Albatrosstraat
BU03071003,Medium,<1991,4,3160,1.756253165,Albatrosstraat
BU03071003,Medium,>2000,1,458,1.3,Albatrosstraat
BU03071003,Large,<1991,4,14099,1.708862331,Albatrosstraat
BU03071003,Large,>2000,1,2127,1.3,Albatrosstraat
BU03071004,Small,<1991,127,2745,2.202969035,Zwaluwenstraat
BU03071004,Small,>2000,22,983,1.191739573,Zwaluwenstraat
BU03071004,Medium,>2000,2,596,1.19852349,Zwaluwenstraat
BU03071004,Large,>2000,3,22370,1.3,Zwaluwenstraat
BU03071100,Small,<1991,100,1999,1.604477239,Rustenburg-Noord
BU03071100,Small,1991-2000,1,96,1.3,Rustenburg-Noord
BU03071100,Medium,<1991,2,2854,1.6,Rustenburg-Noord
BU03071100,Medium,1991-2000,1,1244,1.04,Rustenburg-Noord
BU03071101,Small,<1991,145,2839,1.603821768,Rustenburg-Zuid
BU03071101,Small,1991-2000,1,18,1.3,Rustenburg-Zuid
BU03071101,Small,>2000,2,30,1.3,Rustenburg-Zuid
BU03071101,Medium,>2000,1,401,1.3,Rustenburg-Zuid
BU03071201,Small,<1991,1,10,1.6,Bloeidaal
BU03071201,Small,1991-2000,1,29,1.3,Bloeidaal
BU03071201,Small,>2000,1,124,1.3,Bloeidaal
BU03071202,Small,<1991,3,214,1.660747664,Stoutenburgerlaan
BU03071202,Small,1991-2000,1,10,1.3,Stoutenburgerlaan
BU03071202,Small,>2000,4,72,1.3,Stoutenburgerlaan
BU03071202,Medium,<1991,2,1099,2.25,Stoutenburgerlaan
BU03071300,Small,<1991,162,2983,2.247167281,Romeostraat
BU03071300,Small,1991-2000,1,4,1.3,Romeostraat
BU03071300,Medium,<1991,2,3340,1.948353293,Romeostraat
BU03071301,Small,<1991,224,4821,2.228967019,Ariaweg
BU03071301,Small,>2000,1,24,1.3,Ariaweg
BU03071301,Medium,<1991,4,2217,1.825308976,Ariaweg
BU03071301,Medium,>2000,3,3430,1.224198251,Ariaweg
BU03071302,Small,<1991,169,3455,2.215007236,Verdiweg
BU03071302,Medium,<1991,3,1455,2.25,Verdiweg
BU03071400,Small,<1991,4,63,1.285714286,Willem III
BU03071400,Small,1991-2000,1,10,1.3,Willem III
BU03071400,Medium,<1991,24,18873,1.611443862,Willem III
BU03071400,Large,<1991,2,6636,1.6,Willem III
BU03071401,Small,<1991,149,3777,2.069417527,Randenbroekerweg
BU03071401,Small,1991-2000,4,163,1.3,Randenbroekerweg
BU03071401,Small,>2000,2,184,1.3,Randenbroekerweg
BU03071401,Medium,<1991,5,3119,2.142151331,Randenbroekerweg
BU03071401,Medium,1991-2000,1,218,1.3,Randenbroekerweg
BU03071401,Large,<1991,1,2581,2.25,Randenbroekerweg
BU03071401,Large,1991-2000,1,4175,1.3,Randenbroekerweg
BU03071402,Small,<1991,86,2996,2.076989319,Bachweg-Zuid
BU03071402,Small,>2000,2,33,1.3,Bachweg-Zuid
BU03071402,Medium,<1991,10,3807,2.432148673,Bachweg-Zuid
BU03071403,Small,<1991,114,2925,2.164533333,Weberstraat
BU03071403,Small,1991-2000,3,191,1.3,Weberstraat
BU03071403,Small,>2000,2,199,1.3,Weberstraat
BU03071403,Medium,<1991,8,6113,1.987670538,Weberstraat
BU03071403,Medium,1991-2000,1,746,0.96,Weberstraat
BU03071403,Large,1991-2000,1,9740,1.3,Weberstraat
BU03071500,Small,<1991,36,2797,2.424490526,Bekenstein en De Luiaard
BU03071500,Small,1991-2000,3,82,1.214390244,Bekenstein en De Luiaard
BU03071500,Medium,<1991,15,5722,2.172986718,Bekenstein en De Luiaard
