code,name,geo_coordinate,number_of_house_equivalents_residences,number_of_house_equivalents_utility,m2_of_utility,total_heat_demand_of_residences,total_heat_demand_of_utility,total_electricity_demand_of_residences,total_electricity_demand_of_utility,geothermal_available,ht_sources_available,lt_sources_available,preference_W,preference_H,preference_E
BU03071703,De Lichtenberg,"[154002.1172, 461717.5811]",303.0,51.4426,7678,20945.666666279998,3136.7300254840006,4098.74399976,4098.743998954,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3342979531609549,0.6530632018184588,0.012638845020586365
BU03071704,Verhoevenstraat,"[154361.423, 461667.2893]",449.0,45.010600000000004,6718,21311.81990526,3449.823436688,4457.484000108,4457.484002028,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.5719878835256651,0.4187982331871775,0.009213883287157469
BU03071705,Indische Buurt,"[154041.1568, 460891.5944]",416.0,5.9295,885,26245.45971424,332.63809036500004,5076.8640000000005,5076.86400042,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3845192307692308,0.6154807692307692,0.0
BU03071706,Curacaolaan,"[153873.1608, 461147.9081]",453.0,105.056,15680,15183.01421904,4802.29898624,3016.98,3016.9800035199996,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.7232546364272698,0.27375704571918663,0.0029883178535436558
BU03071707,Klein Zwitserland,"[153485.8234, 461306.3095]",22.0,5.5208,824,2551.8609798,656.12962356,531.432,531.4320003519999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0909090909090909,0.8786363636363637,0.030454545454545456
BU03071800,Regentesselaan,"[154039.5095, 462384.9345]",310.0,177.15470000000002,26441,27036.2559249,17297.410423565,4801.1040006,4801.104003764,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.135813141898753,0.8454943271931123,0.018692530908134698
BU03071801,Station Berkenweg,"[154140.1093, 462712.3212]",26.0,498.3594,74382,785.9968404599999,29410.835746908004,252.72000000000003,252.71998567199998,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3933186222554454,0.13069461809765753,0.475986759646897
BU03071802,Thorbeckeplein,"[153602.0664, 462555.4251]",215.0,143.112,21360,22438.7977881,13805.99120808,3790.367999,3790.3679916,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2343091567345932,0.6988696703827834,0.06682117288262336
BU03071803,Mr. Th. Heemskerklaan,"[153096.1449, 462317.7027]",500.0,45.566700000000004,6801,32712.98578,1218.9498133680002,6092.928,6092.927997074999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2952767115659673,0.5455412490428577,0.15918203939117484
BU03071804,Oranjelaan,"[153249.2169, 461818.3155]",344.0,69.7872,10416,26902.64771,6923.457453696,5832.864,5832.863995727999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.1926064535916234,0.6707185348724145,0.13667501153596204
BU03071900,De Ham,"[154295.5567, 465890.1008]",730.0,51.0674,7622,32862.6856261,2933.2947943080003,8593.56,8593.559998432,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.24468493150684936,0.690849315068493,0.06446575342465755
BU03071901,Langenoord,"[154545.5055, 466662.5729]",738.0,101.4045,15135,35081.551343340005,7210.411999125001,8240.25600252,8240.256001845,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.27874341216551096,0.6451586495565201,0.07609793827796894
BU03071902,Bieshaar-Noord,"[154103.9212, 466921.5985]",993.0,29.1249,4347,50096.05687104,799.279142886,12418.632003390001,12418.631998478999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.31787662501530983,0.6706342887107083,0.01148908627398181
BU03071903,Bieshaar-Zuid,"[153950.1133, 466370.5478]",612.0,98.7446,14738,26380.083725639997,1954.6751485,6863.14800144,6863.147994450001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2627487972441108,0.6184611544980048,0.11879004825788451
BU03071904,De Bik,"[154007.9649, 465311.4744]",557.0,103.8433,15499,23567.6777244,5222.682453505,6907.03200164,6907.032000781,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.29904935863446924,0.6422293242097584,0.05872131715577237
BU03071905,De Brinken,"[154779.0081, 467226.3572]",350.0,6.2176,928,12305.845181,594.706393696,3465.0,3465.000000096,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.10182857142857143,0.6378857142857143,0.2602857142857143
BU03071906,De Biezen,"[154094.9304, 467246.2406]",136.0,2.1373,319,6301.1184828000005,198.62331701300002,1855.584,1855.5840000169997,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.6597794117647059,0.34022058823529416
BU03072000,Vlinderbuurt,"[156452.2413, 466409.1625]",506.0,2.345,350,17818.89573376,0.0,5767.63199826,5767.6319995,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.298695652173913,0.7000000000000001,0.0013043478260869562
BU03072001,Erasmusstraat,"[156437.8925, 465732.0454]",643.0,32.2538,4814,21128.59399424,1929.442260402,6435.143999999999,6435.144000192,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3053654743390357,0.672566096423017,0.022068429237947124
BU03072002,Muziekbuurt-Noord,"[156181.6452, 466284.469]",488.0,15.2492,2276,15393.971565599999,691.0653213119999,5042.0160000000005,5042.015999312,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2671106557377049,0.6574590163934426,0.07543032786885244
BU03072003,Muziekbuurt-Zuid,"[156154.0606, 465798.9722]",503.0,94.4499,14097,16528.27803904,4588.292659566,5160.78,5160.780005825999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.3861750854532658,0.6135937121777661,0.00023120236896809657
BU03072004,Architectenbuurt-Oost,"[155912.0256, 466014.4039]",641.0,0.3618,54,24133.51658867,0.0,7592.94000102,7592.9400000000005,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2574102964118564,0.6864742589703587,0.056115444617784706
BU03072005,Architectenbuurt-West,"[155656.2517, 465922.2308]",530.0,6.9546,1038,19853.6492892,649.237645134,6086.520000000001,6086.520000036001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.29018867924528297,0.6829811320754717,0.026830188679245286
BU03072006,Sportpark Zielhorst,"[156822.3381, 466124.1921]",0.0,11.725,1750,0.0,656.757787,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,0.0
BU03072100,Stille Steeg,"[155160.15, 466197.0066]",647.0,1.1658,174,19984.4296979,0.0,6102.504,6102.504000180001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.1943276661514683,0.6709891808346212,0.13468315301391037
BU03072101,Amaniet,"[155346.2191, 466428.8926]",305.0,8.8038,1314,10623.44391935,87.46510519799999,2788.92,2788.919999442,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.15037942309835506,0.6454152392712701,0.20420533763037485
BU03072102,Woudzoom,"[154919.5957, 466559.3065]",552.0,17.755,2650,25212.360189119998,654.9751183000001,6637.2480000000005,6637.248000549999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.14706521739130435,0.6268840579710145,0.22605072463768117
BU03072103,Gesloten Stad,"[155154.4265, 466737.9517]",442.0,2.6465,395,16557.194312879998,155.56945993,4630.392,4630.39199905,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.11273755656108597,0.6509276018099546,0.2363348416289593
BU03072104,De Verwondering,"[155347.2237, 466907.4537]",421.0,38.0895,5685,15908.87835844,1245.1207978500001,4834.764000000001,4834.76399796,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.012527156169943671,0.6385765308977915,0.34889631293226475
BU03072105,Emiclaer,"[155811.0802, 466549.7759]",381.0,151.4267,22601,12716.78672919,5568.545870733,3738.455999832,3738.4559998880004,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.2197551557265805,0.6023290777929775,0.17791576648044208
BU03072106,Groote Kreek,"[155691.4395, 466833.1762]",566.0,9.4202,1406,18970.388626879998,503.520296864,5909.04,5909.039999712,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.08570671378091871,0.6657420494699647,0.2485512367491166
BU03072107,Het Hallehuis,"[156048.9852, 467046.896]",611.0,9.045,1350,21080.94786837,487.37289465000003,6642.792,6642.79200045,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.04914893617021277,0.6565466448445172,0.2943044189852701
BU03072108,De Horizon,"[155346.4184, 467248.0105]",688.0,9.386700000000001,1401,27806.93838768,637.020384582,7752.383999999999,7752.383999868,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.046882757953465366,0.6395112413340159,0.3136060007125187
BU03072201,Calveen,"[155293.7658, 467753.3959]",51.0,929.2096,138688,3804.13270128,36549.40087180799,879.444,879.444046272,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.08502607109884576,0.3075287405665417,0.6074451883346125
BU03072300,Park Schothorst-Zuid,"[154908.9059, 465524.5803]",26.0,51.0004,7612,1563.45023692,3100.289752076,377.20799999999997,377.208001456,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.8639811884639389,0.13601881153606107
BU03072301,Park Schothorst-Noord,"[154939.5223, 466061.9102]",1.0,8.8842,1326,39.43127962,880.56393399,10.475999999999999,10.475999351999999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.67,0.33
BU03072400,Stadskwartier,"[154571.5734, 467667.458]",1129.0,9.5207,1421,38953.17535743,545.008154502,13249.944,13249.943999893998,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.038284945410334226,0.6648012947299464,0.2969137598597193
BU03072402,Hoge Hoven,"[153950.4383, 467592.1312]",807.0,13.9829,2087,30760.341229409998,333.56743682900003,10110.096,10110.096000698999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.02124520428088921,0.6412390779548931,0.3375157177642177
BU03072403,Centrum-Wat,"[154011.64, 467965.1451]",597.0,169.6373,25319,23540.473933139998,4392.861311615,5910.3,5910.30000141,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.1710783054736198,0.5559653165246695,0.27295637800171074
BU03072404,Stadstuin,"[153683.2714, 468565.9937]",758.0,113.0022,16866,29888.90995196,488.76684712199994,7722.503999999999,7722.503997156,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.023177268541464405,0.3753104719598747,0.6015122594986608
BU03072405,Waterkwartier,"[154104.4797, 468437.0862]",1172.0,7.8792,1176,39666.55291724,198.664394208,12995.135999999999,12995.135994960001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.04392491467576792,0.665938566552901,0.290136518771331
BU03072407,Lage Hoven,"[154691.9528, 468363.7838]",1093.0,3.3031,493,38788.549764380004,109.096451168,13260.276,13260.275999079999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.03471798856686015,0.6525152180553009,0.3127667933778391
BU03072500,De Hoef-West,"[156475.9741, 465048.4132]",72.0,1098.0161,163883,2839.05213264,53509.359993926,728.352,728.3519361030001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.48135355062272045,0.4029005369274807,0.11574591244979877
BU03072501,De Hoef-Oost,"[157182.3121, 465396.706]",0.0,901.5922,134566,0.0,46366.27290145,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.49014563892335083,0.0,0.5098543610766492
BU03072502,De Wieken,"[157674.1493, 464242.8515]",12.0,214.2057,31971,473.17535544,14548.134577977,125.71199999999999,125.71198617299999,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.04052435059837027,0.9594756494016297
BU03072503,Vinkenhoef,"[158110.4798, 464753.3165]",25.0,62.939800000000005,9394,1486.88783575,3417.67486907,410.40000000000003,410.39999924,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.6234562366896614,0.3765437633103385,0.0
BU03072504,Nijkerkerstraat,"[158340.8219, 465386.5033]",30.0,36.917,5510,2855.3823066,1775.7550694699999,516.7080000000001,516.70800257,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.054891494238724255,0.7460873744288292,0.19902113133244648
BU03072505,Bedrijventerrein Vathorst-Zuid,"[157736.8016, 465831.6823]",0.0,1.1457,171,0.0,1102.38125058,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,1.0
BU03072506,Podium,"[158461.2104, 466985.2042]",1.0,203.6599,30397,0.0,6090.6977745780005,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,1.0
BU03072507,Bedrijventerrein Vathorst-Noord,"[156671.4205, 466837.6357]",0.0,773.5887,115461,0.0,23699.564924967002,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,1.0
BU03072508,De Brand,"[156390.1551, 466697.1506]",1.0,279.2225,41675,39.43127962,11560.885548100001,10.475999999999999,10.47601145,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.56926509825239,0.22085142917057907,0.20988347257703088
BU03072600,Dorpskern Hooglanderveen,"[157943.5715, 466541.6761]",678.0,34.1633,5099,30113.568721800006,4883.245441912,7699.85999748,7699.859998737,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.25906421749311115,0.5920220626817602,0.14891371982512877
BU03072601,Lient,"[157824.5357, 466228.5199]",679.0,62.8795,9385,26073.04739585,2474.733418575,8347.53599855,8347.53600088,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.20911246475584358,0.7908875352441563
BU03072602,Hoekveen,"[158242.2108, 466771.0267]",296.0,1.2261,183,11510.18957464,0.0,3704.39999856,3704.3999998500003,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.24983108108108112,0.7501689189189189
BU03072603,Heideweg,"[157560.2214, 466752.7145]",105.0,31.6307,4721,7237.8404427000005,1759.6971082940001,1576.008,1576.007997833,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.052360566081360374,0.5425665324703389,0.40507290144830066
BU03072700,Coelhorst,"[153042.607, 465514.6483]",41.0,1.9899,297,2209.46603468,241.007126085,665.676,665.6759999010001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.07317073170731708,0.8697560975609757,0.057073170731707326
BU03072701,Zeldert,"[151942.87, 467537.6461]",127.0,24.053,3590,11017.09952659,1095.27143783,2272.284,2272.28399851,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.10892429468999157,0.7398683356318722,0.1512073696781362
BU03072709,Maatweg,"[153766.7722, 464731.1863]",12.0,792.6301,118303,899.03317536,30695.085073284998,235.00799999999998,235.00796307600004,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.02216438660321845,0.9778356133967816
BU03072800,Leersumseberg,"[156567.9995, 468090.9777]",649.0,4.6766000000000005,698,23245.06793334,302.59303375,8644.68,8644.68000226,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0030816207151035616,0.3293807932501737,0.6675375860347228
BU03072801,Emminkhuizerberg,"[156521.5905, 467672.7801]",299.0,17.9359,2677,11789.952606379999,1024.571152023,4187.196000000001,4187.195999159,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.311963018093989,0.688036981906011
BU03072802,Sprengenberg,"[157027.8611, 467895.0272]",736.0,78.3163,11689,28988.99051968,2983.855951069,9790.19999712,9790.199997453,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.30085359302944353,0.6991464069705564
BU03072803,Duisterweg,"[156718.8953, 467233.4752]",385.0,9.989700000000001,1491,15400.9715629,744.2761484339999,4948.9920018,4948.992000351001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.2826603237882954,0.7173396762117046
BU03072804,Cycladen,"[157163.8994, 466758.0564]",233.0,14.0968,2104,8314.01421685,498.60684786400003,2541.0239992,2541.024000808,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.27257991568391104,0.7274200843160891
BU03072805,Reinier,"[156085.3318, 467807.5597]",0.0,99.5553,14859,0.0,2133.4786675020005,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,1.0
BU03072806,Smink,"[155601.0454, 468314.448]",1.0,8.2544,1232,39.43127962,1609.4120701119998,10.475999999999999,10.476000304000001,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.67,0.32999999999999996
BU03072900,Roevoeterstraat,"[157439.2689, 467793.7296]",642.0,0.2412,36,25314.881516039997,0.0,8089.2,8089.2,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.3310903426791278,0.6689096573208723
BU03072901,Winkelcentrum,"[157972.2377, 467432.3514]",235.0,310.9269,46407,5631.890996,10382.830931085,1587.0239999950002,1587.023987208,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.08197643052344657,0.9180235694765534
BU03072902,Damespolder,"[157760.7135, 467367.1699]",379.0,0.3216,48,14944.45497598,9.2908332,4898.196000000001,4898.196,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.2897971082272837,0.7102028917727162
BU03073000,De Bron Noord,"[157218.8506, 467390.6386]",552,0.0,0,17523.59873376,0.0,6829.19999976,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.07472826086956522,0.9252717391304348
BU03073001,De Bron Zuid,"[157251.4832, 467077.0226]",781,54.9467,8201,22351.947868360003,1906.8219893120001,8940.096003519999,8940.096000268,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.051779892976359834,0.9482201070236402
BU03073100,De Laak Oost,"[158398.7507, 467513.8584]",0.0,28.9574,4322,0.0,1549.1640440899998,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,1.0
BU03073101,Hoornplantsoen,"[158136.2792, 467747.1227]",1077.0,96.614,14420,42467.48815074,200.13287279999997,11050.02,11050.02000074,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.31320365784259185,0.6867963421574081
BU03073102,Muidenkade,"[157719.2874, 468134.441]",541.0,3.6381,543,21332.32227442,163.302341823,6446.556,6446.5560015,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.31659673403829913,0.6834032659617009
BU03073103,Hogesteeg,"[156911.1301, 468661.7857]",998,59.6434,8902,38865.94786892,2413.10226134,8386.955999946,8386.955997878002,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.12729048426248682,0.8727095157375131
BU03073104,Vathorst-West,"[155924.841, 469148.0595]",0.0,0.0,0,0.0,0.0,0.0,0.0,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.0,0.0
BU03073108,Vathorst-Noord,"[157530.0714, 468900.07399999996]",24.0,0.067,10,1466.84360184,0.0,380.15999999999997,380.15999999999997,False,"['HTHP0007', 'HTHP0008']","['LTHP01', 'LTHP02', 'LTHP03']",0.0,0.9166666666666667,0.08333333333333336
