neighbourhood,type,E,H,geothermal,HT,MT,LT,backup,undecided,useful_heat,heat_reduction
total,residences,927558.6388193071,389553.2196448574,0.0,243481.76171735406,0.0,160811.1784879551,170803.5993367575,0.0,2322442.1110288016,384661.5872362289
total,utility,612431.7044706019,35045.3718122319,0.0,288742.56774685165,0.0,204291.57782164344,212145.24734394866,656.757787,921728.4963373452,236295.46865227498
BU03072006,residences,0.0,,,,,,,0.0,0.0,0.0
BU03072006,utility,0.0,,,,,,,656.757787,656.757787,0.0
BU03073104,residences,0.0,,,,,,,0.0,0.0,0.0
BU03073104,utility,0.0,,,,,,,0.0,0.0,0.0
BU03072505,residences,0.0,,,,,,,,0.0,0.0
BU03072505,utility,213.88320782933724,,,,,,,,802.0620293600147,300.31922121998525
BU03072506,residences,0.0,,,,,,,,0.0,0.0
BU03072506,utility,1376.8563824486703,,,,,,,,5163.211434182514,927.4863403954865
BU03072507,residences,0.0,,,,,,,,0.0,0.0
BU03072507,utility,5058.534301668797,,,,,,,,18969.503631257987,4730.0612937090145
BU03072805,residences,0.0,,,,,,,,0.0,0.0
BU03072805,utility,479.7867995606652,,,,,,,,1799.2004983524946,334.27816914950563
BU03073100,residences,0.0,,,,,,,,0.0,0.0
BU03073100,utility,304.23155397615227,,,,,,,,1140.868327410571,408.2957166794289
BU03070401,residences,350.83799999999997,,,,,1583.16587667,1117.52885412,,1583.1658766700002,0.0
BU03070401,utility,350.837984292,,,,,24022.979781860002,16957.397493077646,,24022.979781860002,0.0
BU03070307,residences,1738.9188765831643,,,,,,,,3233.864537186866,288.991703593134
BU03070307,utility,2474.078790815635,,,,,,,,5990.71420543363,1961.7983166163704
BU03072709,residences,343.78290238977155,,,,,,,,628.2258839616434,270.80729139835654
BU03072709,utility,6263.041000345344,,,,,,,,22825.443855143792,7869.641218141203
BU03071603,residences,136.0291771776659,225.2638324284613,,,,,,,395.762051949462,37.98202387053802
BU03071603,utility,192.3179041589873,480.89402789408524,,,,,,,844.8742312419201,531.57791478208
BU03072502,residences,181.97037709867044,,,,,,,,328.82391412001414,144.3514413199858
BU03072502,utility,3154.250545481813,,,,,,,,11474.874584445235,3073.259993531764
BU03073001,residences,12184.641066902703,,,,,,,,20548.383990985134,1803.5638773748683
BU03073001,utility,7083.974894966215,,,,,,,,1420.885855369558,485.9361339424422
BU03073000,residences,9452.718981764854,,,,,,,,16240.571182293204,1283.0275514667956
BU03073000,utility,0.0,,,,,,,,0.0,0.0
BU03072901,residences,2540.617759521055,,,,,,,,5063.811598218019,568.0793977819816
BU03072901,utility,3561.356430669954,,,,,,,,8891.581650989827,1491.2492800951727
BU03073108,residences,453.594632570823,771.9325664515901,,,,,,,1344.212493916141,122.63110792385896
BU03073108,utility,285.12,0.0,,,,,,,0.0,0.0
BU03071707,residences,688.6269707896538,1285.6957925073305,,,,,,,2314.2524265131947,237.6085532868057
BU03071707,utility,449.64130088459825,226.36214814094998,,,,,,,407.45186665371,248.67775690629
BU03073103,residences,15497.734979024346,,,,,,,,34528.19242149317,4337.7554474268245
BU03073103,utility,6757.695009690111,,,,,,,,1753.0425423060356,660.0597190339646
BU03072700,residences,753.1866581329749,1169.8915477029743,,,,,,,2026.0345063801183,183.43152829988173
BU03072700,utility,518.188830119539,87.22174593195149,,,,,,,151.05183665257124,89.95528943242876
BU03072300,residences,461.6886686128991,792.4763679649786,,,,,,,1426.4574623369615,136.99277458303837
BU03072300,utility,671.4756500188587,1722.3831955977776,,,,,,,3100.289752076,0.0
BU03070100,residences,2382.37200013725,,,13569.090851582501,,,3192.7272591958817,,13569.090851582501,377.15559419749803
BU03070100,utility,2382.371997417,,,33551.72007723142,,,7894.522371113272,,33551.72007723142,5348.874623156582
BU03071800,residences,6647.818080075207,13595.21705436131,,,,,,,24311.09106083942,2725.1648640605836
BU03071800,utility,5027.619605479457,6366.132157489848,,,,,,,11383.975553110038,5913.434870454961
BU03070501,residences,1241.08199964,,,9804.658767679999,,,2306.9785335717643,,9804.658767679999,0.0
BU03070501,utility,1241.081989875,,,111026.07623443058,,,26123.782643395425,,111026.07623443058,6673.35922135341
BU03072601,residences,12522.934669013528,,,,,,,,23483.560012878854,2589.487382971148
BU03072601,utility,6780.005679292317,,,,,,,,1947.5762948711867,527.1571237038131
BU03070306,residences,5293.134,,,,,36580.540286400006,25821.557849223536,,36580.54028640001,0.0
BU03070306,utility,5293.133987694,,,,,7379.246968746001,5208.880213232472,,7379.246968746,0.0
BU03071702,residences,4311.609237222611,8963.370086294153,,,,,,,15594.488596656476,1844.2538989435252
BU03071702,utility,2671.2694255939955,1440.7794822914177,,,,,,,2506.67092740555,1562.23847522445
BU03071202,residences,1158.947657317008,2315.85002504098,,,,,,,4053.444074337829,422.66335054217063
BU03071202,utility,675.6857943019808,112.91251066881274,,,,,,,197.63134155503312,120.79846596996688
BU03072602,residences,5513.47513286081,,,,,,,,10256.906752278039,1253.2828223619629
BU03072602,utility,2778.2999998875002,,,,,,,,0.0,0.0
BU03072504,residences,703.0752085895415,1413.0747538976511,,,,,,,2517.6399621505975,337.7423444494026
BU03072504,utility,599.5118389282455,949.2957275774095,,,,,,,1691.336465431481,84.41860403851902
BU03072701,residences,2995.6890425393967,5810.356334308083,,,,,,,10304.330126644121,712.769399945879
BU03072701,utility,1841.4870190905267,617.5964141644636,,,,,,,1095.27143783,0.0
BU03072804,residences,3946.6668321504894,,,,,,,,7653.3706228143365,660.6435940356638
BU03072804,utility,2002.4955554758164,,,,,,,,362.7283307618118,135.87851710218828
BU03071706,residences,2262.735,,,15183.01421904,,,3572.4739338917643,,15183.01421904,0.0
BU03071706,utility,2262.73500264,,,4021.2102654139735,,,946.167121273876,,4021.2102654139735,781.0887208260268
BU03072803,residences,7414.322280181812,,,,,,,,13884.668545619294,1516.3030172807066
BU03072803,utility,3788.9199457575537,,,,,,,,289.40979560363866,454.8663528303613
BU03072902,residences,7132.285059112304,,,,,,,,12969.89272167114,1974.5622543088596
BU03072902,utility,3675.4487676560143,,,,,,,,6.756628710053893,2.5342044899461076
BU03072000,residences,6559.025597326254,10125.318278205312,,,,,,,17818.89573376,0.0
BU03072000,utility,4325.723999625,0.0,,,,,,,0.0,0.0
BU03072802,residences,14019.867811721419,,,,,,,,25039.566802055313,3949.4237176246857
BU03072802,utility,8047.14503379973,,,,,,,,2641.856383912424,341.9995671565762
BU03071802,residences,5347.628389428892,11333.838653543085,,,,,,,19985.5243897252,2453.2733983747985
BU03071802,utility,4087.1458042268223,5630.466175631109,,,,,,,9928.482530799116,3877.5086772808836
BU03071900,residences,10563.959931804533,18850.635327450527,,,,,,,32862.6856261,0.0
BU03071900,utility,6812.809613043936,1682.5913470533121,,,,,,,2933.2947943080003,0.0
BU03072801,residences,5812.531323378445,,,,,,,,10020.50371266917,1769.4488937108288
BU03072801,utility,3354.1911567309407,,,,,,,,801.7280901063403,222.8430619166595
BU03073101,residences,18183.44971193287,,,,,,,,37109.75516974826,5357.7329809917355
BU03073101,utility,8326.987512833137,,,,,,,,148.0219210430094,52.11095175699057
BU03072004,residences,8719.439079878306,13501.27387679652,,,,,,,24133.51658867,0.0
BU03072004,utility,5694.705,0.0,,,,,,,0.0,0.0
BU03073102,residences,9963.445093267766,,,,,,,,19231.980349754125,2100.341924665873
BU03073102,utility,4866.793396832131,,,,,,,,119.53648390174288,43.76585792125714
BU03070902,residences,8764.958820446933,14814.542211307658,,,,,,,23849.352290799998,0.0
BU03070902,utility,6095.46489494079,1584.1111761859777,,,,,,,2550.198647368,0.0
BU03072005,residences,7053.214044246401,11403.026330888122,,,,,,,19853.6492892,0.0
BU03072005,utility,4646.261118217129,372.8923511555147,,,,,,,649.237645134,0.0
BU03071100,residences,7955.4672355312,14176.987241221123,,,,,,,25283.40347498297,78.79557981703267
BU03071100,utility,4910.187141390703,552.8482127588248,,,,,,,985.955914735,0.0
BU03070903,residences,11559.33516892224,20260.14612059089,,,,,,,34150.44549672,0.0
BU03070903,utility,7391.93321790484,533.8748858658486,,,,,,,899.8980107699999,0.0
BU03070900,residences,10326.495402753599,17673.181871125533,,,,,,,30670.734597299997,0.0
BU03070900,utility,6604.350253660553,560.5312556087265,,,,,,,972.767976906,0.0
BU03072001,residences,7474.475113944745,12313.784430374439,,,,,,,21128.59399424,0.0
BU03072001,utility,5068.181430114384,1124.4825884733093,,,,,,,1929.442260402,0.0
BU03072100,residences,7081.593188803467,11811.521200700083,,,,,,,19984.4296979,0.0
BU03072100,utility,4576.878000135001,0.0,,,,,,,0.0,0.0
BU03071804,residences,7683.8523565420255,14668.459027225295,,,,,,,26403.226249005533,499.4214609944701
BU03071804,utility,4919.097274397165,2413.3389964590665,,,,,,,4344.01019362632,2579.44726006968
BU03071902,residences,15091.63765729353,25703.83532271615,,,,,,,46098.380224077344,3997.676646962654
BU03071902,utility,9389.493622286764,335.97386075220345,,,,,,,602.5501869216641,196.7289559643359
BU03072301,residences,12.799053712373333,21.906266455555553,,,,,,,39.43127962,0.0
BU03072301,utility,99.10729632289156,404.47826599685976,,,,,,,728.0608787943476,152.50305519565245
BU03072806,residences,12.799053712373333,21.906266455555553,,,,,,,39.43127962,0.0
BU03072806,utility,209.5699796820373,894.1178167288888,,,,,,,1609.4120701119998,0.0
BU03072900,residences,11820.20462772302,,,,,,,,21574.892353961328,3739.989162078669
BU03072900,utility,6066.9,,,,,,,,0.0,0.0
BU03072800,residences,11759.288293382459,,,,,,,,19784.168600184217,3460.899333155781
BU03072800,utility,6531.569455994792,,,,,,,,180.2229536242202,122.37008012577978
BU03070600,residences,3723.6895746997334,7874.572582888889,,,,,,,14174.2306492,0.0
BU03070600,utility,2029.324739940824,364.0901660608327,,,,,,,655.3622989094989,62.7478498905011
BU03072405,residences,14717.893298960746,22210.03679834804,,,,,,,39666.55291724,0.0
BU03072405,utility,9771.251266960737,111.23586955204003,,,,,,,198.664394208,0.0
BU03072106,residences,6809.402041235626,11232.38841816071,,,,,,,18970.388626879998,0.0
BU03072106,utility,4494.887876990955,298.1349334504497,,,,,,,503.520296864,0.0
BU03072400,residences,14819.589311464559,22268.51493683661,,,,,,,38953.17535743,0.0
BU03072400,utility,10005.765688618081,311.5669548852479,,,,,,,545.008154502,0.0
BU03071906,residences,2181.4281831776,3500.6213793333336,,,,,,,6301.1184828000005,0.0
BU03071906,utility,1407.1991926675075,68.7552865902375,,,,,,,123.75951586242752,74.8638011505725
BU03070502,residences,452.19599981999994,,,3681.83570323,,,866.314283112941,,3681.83570323,0.0
BU03070502,utility,452.19600357750005,,,32215.905273006,,,7580.213005413175,,32215.905273006,0.0
BU03072002,residences,5710.8897695552005,9312.13270456271,,,,,,,15393.971565599999,0.0
BU03072002,utility,3868.1255197551036,418.0397470630113,,,,,,,691.0653213119999,0.0
BU03072107,residences,7624.23946616904,12123.035147382949,,,,,,,21080.94786837,0.0
BU03072107,utility,5043.178069800299,280.27386475295924,,,,,,,487.37289465000003,0.0
BU03070107,residences,1586.0610000832503,,,8628.7298589,,,2030.2893785647054,,8628.7298589,0.0
BU03070107,utility,1586.0609658629999,,,45873.813480176,,,10793.838465923762,,45873.813480176,0.0
BU03071703,residences,5424.974889192013,10446.513027451969,,,,,,,18757.31560669159,2188.351059588409
BU03071703,utility,3317.9054840776453,1083.5584783281124,,,,,,,1945.591634538393,1191.1383909456076
BU03072407,residences,14806.705237135628,21766.96297405375,,,,,,,38788.549764380004,0.0
BU03072407,utility,9958.880421189722,61.22163441529936,,,,,,,109.096451168,0.0
BU03072103,residences,5547.962353880959,9957.007032261205,,,,,,,16557.194312879998,0.0
BU03072103,utility,3492.2920382653933,93.55487271917207,,,,,,,155.56945993,0.0
BU03072101,residences,3423.161637891867,6454.371893371218,,,,,,,10623.44391935,0.0
BU03072101,utility,2102.6522927663164,53.14023596552003,,,,,,,87.46510519799999,0.0
BU03070603,residences,6228.608200800845,,,,,,,,11101.980753065047,1626.535834494952
BU03070603,utility,3615.394295127936,,,,,,,,1302.4286072922616,633.9654229877385
BU03071904,residences,8090.24554409265,13357.56273728022,,,,,,,23217.858054755183,349.8196696448187
BU03071904,utility,5768.31674941989,2699.2765372638846,,,,,,,4691.830442825583,530.852010679417
BU03070304,residences,5289.516000132001,,,32488.48533790335,,,7644.349491271375,,32488.48533790335,1118.8242961766518
BU03070304,utility,5289.516001993501,,,2419.092470982,,,569.1982284663528,,2419.092470982,0.0
BU03072503,residences,307.8,,,1412.3215003906128,,,332.3109412683794,,1412.3215003906128,74.56633535938727
BU03072503,utility,307.79999943,,,2876.3771899680755,,,676.7946329336647,,2876.3771899680755,541.2976791019248
BU03071700,residences,1391.0399999790002,,,9231.447361579118,,,2172.105261548027,,9231.447361579118,337.4199364108831
BU03071700,utility,1391.0399989305001,,,1971.8700755805708,,,463.9694295483695,,1971.8700755805708,376.60244553342943
BU03070108,residences,1324.377,,,8498.222504647969,,,1999.5817657995215,,8498.222504647969,6.775915902031947
BU03070108,utility,1324.3770009765,,,1556.6576836938139,,,366.2723961632502,,1556.6576836938139,190.47926005618595
BU03072201,residences,1430.808233168514,,,,,,,,2892.094624381928,912.0380768980723
BU03072201,utility,8108.079079481213,,,,,,,,27931.860167914547,8617.540703893446
BU03070204,residences,817.938000021,,,4690.83886264,,,1103.7267912094114,,4690.83886264,0.0
BU03070204,utility,817.9379906647498,,,17015.840024535,,,4003.727064596469,,17015.840024535,0.0
BU03072404,residences,12587.979189343157,,,,,,,,25485.379460036842,4403.530491923157
BU03072404,utility,5888.596989032144,,,,,,,,362.69621686929133,126.07063025270868
BU03070303,residences,7713.63,,,45004.233812000006,,,10589.23148517647,,45004.233812000006,0.0
BU03070303,utility,7713.629998295999,,,2817.1637931520004,,,662.8620689769411,,2817.1637931520004,0.0
BU03070104,residences,4556.250000108001,,,27615.895731200002,,,6497.857819105881,,27615.895731200002,0.0
BU03070104,utility,4556.25000996,,,13936.716734402058,,,3279.2274669181306,,13936.716734402058,2658.3523722579416
BU03071501,residences,5939.8919976,,,35247.2227512,,,8293.464176752941,,35247.2227512,0.0
BU03071501,utility,5939.892006892499,,,12445.38407464616,,,2928.325664622625,,12445.38407464616,2416.158748633841
BU03071003,residences,6494.84999865,,,28425.764455360517,,,6688.415165967179,,28425.764455360517,908.2497625994823
BU03071003,utility,6494.8500030915,,,7014.740369634,,,1650.527145796235,,7014.740369634,0.0
BU03070300,residences,5401.889999803499,,,,,31147.8530829,21986.71982322353,,31147.8530829,0.0
BU03070300,utility,5401.890001835999,,,,,4664.1277967040005,3292.3255035557654,,4664.1277967040005,0.0
BU03070205,residences,2184.432756275435,,,,,,,,4235.5828362156935,717.0159000643059
BU03070205,utility,1295.0224423756322,,,,,,,,900.2941631442467,402.9181468677535
BU03071201,residences,1073.2195700046245,2065.6918161493736,,,,,,,3692.5816741326435,54.1860985873563
BU03071201,utility,635.9587981294092,114.00851792339785,,,,,,,203.79892135300003,0.0
BU03072603,residences,2059.634837419635,3960.317410762949,,,,,,,7002.357745369428,235.48269733057282
BU03072603,utility,1402.554702614265,995.2303708353702,,,,,,,1759.6971082940001,0.0
BU03070402,residences,47.141999999999996,,,,,216.4534574159997,152.79067582305862,,216.4534574159997,13.134220334000283
BU03070402,utility,47.14201818899999,,,,,17800.945072815004,12565.372992575298,,17800.945072815004,0.0
BU03070301,residences,3738.555,,,,,23222.101474628595,16392.071629149596,,23222.101474628595,865.4814618814065
BU03070301,utility,3738.555001776,,,,,2731.4401284859996,1928.0753848136467,,2731.4401284859996,0.0
BU03070500,residences,707.1300000599999,,,,,3534.81516608,2495.1636466447058,,3534.81516608,0.0
BU03070500,utility,707.1299807197499,,,,,31969.208560178005,22566.50016012565,,31969.208560178005,0.0
BU03072501,residences,0.0,,,,,,,,0.0,0.0
BU03072501,utility,9121.059942901558,,,,,,,,34203.97478588084,12162.298115569161
BU03072500,residences,546.264,,,,,2839.05213264,2004.036799510588,,2839.05213264,0.0
BU03072500,utility,546.26395207725,,,,,53509.359993926,37771.31293688894,,53509.359993926,0.0
BU03071801,residences,362.46184425678587,,,,,,,,648.4569159629469,137.539924497053
BU03071801,utility,6507.460079373809,,,,,,,,23692.200337949285,5718.635408958719
BU03070403,residences,141.42599994749997,,,,,689.9647813704984,487.0339633203518,,689.9647813704984,12.79825177950154
BU03070403,utility,141.4260143775,,,,,60674.357360591996,42828.95813688846,,60674.357360591996,0.0
BU03070200,residences,4915.199334539511,,,,,,,,9327.69875275129,2492.5666488787097
BU03070200,utility,9634.545307846289,,,,,,,,27025.246129516083,10141.213556953915
BU03070206,residences,3134.292465013055,,,,,,,,6113.566744502081,1954.4332549979192
BU03070206,utility,2225.812822166176,,,,,,,,2706.768091490347,4292.464879259654
BU03071705,residences,8447.317830191241,,,,,,,,17398.76186321715,8846.69785102285
BU03071705,utility,3840.155382639246,,,,,,,,121.90268371592278,210.73540664907725
BU03071302,residences,9764.122145061938,,,,,,,,20949.85554398226,9849.91696869774
BU03071302,utility,4281.122096390487,,,,,,,,388.6053560362046,621.5071632037954
BU03070803,residences,7596.73289271859,,,,,,,,14442.348347725652,5325.438382804348
BU03070803,utility,4139.312119331863,,,,,,,,1477.0204576982362,1122.3865871857638
BU03072003,residences,7267.329126120398,,,,,,,,12737.790472951492,3790.4875660885086
BU03072003,utility,4635.6382493982765,,,,,,,,2868.949668857914,1719.3429907080863
BU03070305,residences,4434.911999775,,,,,26751.06635025,18883.105659,,26751.06635025,0.0
BU03070305,utility,4434.912000765,,,,,1408.5569496084292,994.2754938412442,,1408.5569496084292,210.44248681957092
BU03071400,residences,12410.347992208292,,,,,,,,22784.33997837484,7441.682136425165
BU03071400,utility,7997.49587824226,,,,,,,,6236.144573699103,4353.431924116899
BU03071503,residences,10348.957546088794,,,,,,,,18740.43579783297,7114.654249167031
BU03071503,utility,5627.385453880063,,,,,,,,1034.5404472830483,1730.091461696952
BU03071600,residences,10108.140322409265,,,,,,,,20829.10620903474,9716.991738805258
BU03071600,utility,5344.549072450885,,,,,,,,2965.639016619884,2738.466445886116
BU03071704,residences,7160.718609457954,,,,,,,,14316.021035163576,6995.798870096422
BU03071704,utility,3690.328669326835,,,,,,,,1302.0587542718808,2147.7646824161193
BU03071701,residences,9034.137532742472,,,,,,,,18280.453247784273,5342.169183115724
BU03071701,utility,4560.212034749222,,,,,,,,1503.2326337155173,689.7685811234828
BU03070801,residences,11527.875473824257,,,,,,,,23944.243026840966,8428.837541179035
BU03070801,utility,5912.920716360117,,,,,,,,2888.1626785204367,1951.3555077515628
BU03072104,residences,6893.314941808449,,,,,,,,12252.15728178168,3656.7210766583216
BU03072104,utility,3868.523605451828,,,,,,,,909.189776181855,335.9310216681452
BU03070905,residences,7503.338046075668,,,,,,,,13399.770172783756,3774.5236682362433
BU03070905,utility,4203.646724897817,,,,,,,,1025.927705226813,344.7711301331868
BU03070103,residences,4017.097631284632,,,,,,,,8181.546117092369,2883.428605507631
BU03070103,utility,2758.0831506090235,,,,,,,,3460.241814783837,5440.889622416164
BU03071101,residences,5566.8870016500005,,,,,34246.1658796,24173.76415030588,,34246.1658796,0.0
BU03071101,utility,5566.886999064,,,,,131.35520872799998,92.72132380799998,,131.35520872799998,0.0
BU03072402,residences,14226.94155820361,,,,,,,,24916.38584326354,5843.955386146459
BU03072402,utility,7647.650420071258,,,,,,,,244.04407330128248,89.52336352771756
BU03071502,residences,12640.18305462132,,,,,,,,25644.997704829955,11671.122357690043
BU03071502,utility,6190.718805962566,,,,,,,,1459.506781218997,1119.892453331003
BU03071602,residences,16110.996780085412,,,,,,,,33497.91292421217,13988.420414047836
BU03071602,utility,8066.556289852193,,,,,,,,3331.2610987075964,3769.903961925404
BU03070102,residences,1471.5394997846302,,,,,,,,2794.648124192364,1082.7610388076366
BU03070102,utility,1486.7638460464086,,,,,,,,2851.7394270615328,3306.3974196884674
BU03071300,residences,10074.200920404997,,,,,,,,21492.494701518743,7919.625361821258
BU03071300,utility,4529.1912322475055,,,,,,,,698.7083698650179,1095.168895196982
BU03071402,residences,7436.628361056398,,,,,,,,15528.68010375899,4534.9897203210085
BU03071402,utility,3549.3086016929615,,,,,,,,951.230997168605,1576.731441591395
BU03071401,residences,13311.805736546794,,,,,,,,26836.195262680478,10200.460342759521
BU03071401,utility,6862.091944068519,,,,,,,,2649.768520681946,2701.2954604480547
BU03072108,residences,11766.695980550612,,,,,,,,22321.529927064796,5485.408460615204
BU03072108,utility,5938.706392892307,,,,,,,,466.5689737174005,170.45141086459947
BU03070800,residences,12350.91692715109,,,,,,,,23668.64222693471,7878.123969725291
BU03070800,utility,6251.898573715017,,,,,,,,797.3233984416249,1045.570434117375
BU03071002,residences,11503.414514057127,,,,,,,,23770.704427714227,7394.136011425777
BU03071002,utility,5322.732775621116,,,,,,,,593.1479070069931,1002.3256584170068
BU03071601,residences,14774.521717132502,,,,,,,,29645.646439246884,13781.336179493117
BU03071601,utility,8011.094916999515,,,,,,,,4282.79592949506,3527.1727681649404
BU03070105,residences,7713.777635894905,,,,,,,,15492.107383998398,4503.624052331603
BU03070105,utility,4213.069111870407,,,,,,,,2364.450444117779,2367.8678037742206
BU03071901,residences,12815.256180097247,,,,,,,,24881.490668277176,10200.060675062823
BU03071901,utility,7244.061483691309,,,,,,,,3989.5105586533487,3220.9014404716518
BU03071905,residences,5258.630908007577,,,,,,,,9974.553405028415,2331.2917759715856
BU03071905,utility,2659.702103294737,,,,,,,,228.570387085263,366.136006610737
BU03070101,residences,3650.0982392000333,,,,,,,,7289.273396876375,2642.4896351636257
BU03070101,utility,2523.1201119361704,,,,,,,,3063.105425230951,5216.510836924049
BU03071301,residences,10279.421969460036,,,,,,,,25265.654885475135,6837.556804124867
BU03071301,utility,3914.1398564158753,,,,,,,,1395.846959827035,1242.8165259889647
BU03071000,residences,6602.603000195392,,,,,,,,13756.316250732722,4430.704287547277
BU03071000,utility,3300.0740575721725,,,,,,,,1371.8327151784588,2176.677320361541
BU03070302,residences,10529.509187273845,,,,,,,,20454.000702276913,7802.782865763085
BU03070302,utility,5339.192659689215,,,,,,,,990.3137190251819,1202.5836141978184
BU03071903,residences,10435.801300355884,,,,,,,,19831.651122284562,6548.432603355436
BU03071903,utility,5558.893003972269,,,,,,,,1543.2450305053849,411.43011799461516
BU03070702,residences,12025.896665712055,,,,,,,,25081.506247128957,8343.064053371043
BU03070702,utility,6899.184247674175,,,,,,,,5856.334646456908,7316.374544151094
BU03072102,residences,10134.802076983156,,,,,,,,19338.247788686836,5874.1124004331605
BU03072102,utility,5107.1329097456955,,,,,,,,484.4884099994862,170.4867083005139
BU03072600,residences,11700.385136317425,,,,,,,,22220.58801827785,7892.9807035221575
BU03072600,utility,6485.1941337450435,,,,,,,,2663.6217550961,2219.6236868159003
BU03071001,residences,9945.06761042881,,,,,,,,20176.172289108043,7726.386953141957
BU03071001,utility,5998.025590732198,,,,,,,,5374.764686330431,4655.62328055957
BU03071803,residences,10513.214548632517,,,,,,,,22288.194557371942,10424.791222628057
BU03071803,utility,4744.061542184148,,,,,,,,653.8707914171175,565.0790219508826
BU03072403,residences,9622.915350762201,,,,,,,,19463.213815358253,4077.2601177817446
BU03072403,utility,5383.930560371593,,,,,,,,3567.02084742785,825.8404641871499
BU03072105,residences,5446.303284329028,,,,,,,,9909.229816706356,2807.5569124836434
BU03072105,utility,4082.23862131847,,,,,,,,4793.98733025926,774.5585404737401
BU03070404,residences,275.4800254329175,,,,,,,,522.9525953734404,239.48500334655955
BU03070404,utility,7738.353268091461,,,,,,,,28508.72731926548,20702.806037060527
BU03070601,residences,7751.802489768916,,,,,,,,15218.25933582343,2929.5036970165684
BU03070601,utility,5071.379273201496,,,,,,,,5166.672298538423,8804.031552567578
BU03071500,residences,12033.225122108332,,,,,,,,24107.524207034363,10356.300440675634
BU03071500,utility,7098.743648285001,,,,,,,,5603.2186679765655,3540.954043758434
BU03072508,residences,15.513740926866213,,,,,,,,28.712778475748298,10.7185011442517
BU03072508,utility,2311.830974590603,,,,,,,,8639.902372511637,2920.9831755883633
BU03070202,residences,3529.073362390798,,,,,,,,7894.707608965493,2298.2781723345074
BU03070202,utility,4377.036712457644,,,,,,,,11074.570213329915,7483.171017914086
BU03070106,residences,3577.4580415530777,,,,,,,,7012.215155824041,1965.9586202159592
BU03070106,utility,3834.7453766793724,,,,,,,,7977.042657232024,6683.645176057976
BU03070701,residences,12146.438695882589,,,,,,,,24570.145110344394,8228.39517235561
BU03070701,utility,6437.702374946098,,,,,,,,3162.3838920978646,1527.5018287521355
BU03070700,residences,14141.5242505482,,,,,,,,27946.23093990169,9218.178225688314
BU03070700,utility,7407.631103079124,,,,,,,,2694.131651531715,3071.191469412285
BU03071403,residences,14556.713689247263,,,,,,,,30812.25258467724,10016.865901712757
BU03071403,utility,7185.446189412747,,,,,,,,3169.9994634703003,2173.0667717777005
BU03071004,residences,7719.915227143889,,,,,,,,15084.30460216927,4362.11720125073
BU03071004,utility,4408.876456612024,,,,,,,,2667.909177718214,1190.1669544097863
