code,name,geo_coordinate,heating_option_preference,assigned_heating_option,assigned_heat_source,stage_of_assignment,confidence,share_of_houses_demolished,number_of_lt_eligible_houses,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,trace_length,space_heating_demand_per_house,hot_water_demand_per_house,electricity_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_m2_utility,adjacent_neighbourhoods,municipality_code,municipality_name,housing_stock_matrix,utility_stock_matrix,ht_sources_available,lt_sources_available,geothermal_available
BU014,Buurt N,"[235361.2638, 580668.6903]","[('E', 0.9592465897175048), ('W', 0.026878221772169763), ('H', 0.013875188510325452)]",W,LTHP0001,post-analysis,0.9592465897175048,0,616,273.0,0.0,0.0,0.0,0,0.9,100,0.0,25.27095961,7,7.900886389,0.31943361600000003,0.009459847,0.078028776,"BU001,BU002",GM002,Gemeente Y,"{'Apartment': {'2001-2010': {'aantal_woningen': 90, 'aantal_kleine_woningen': 0, 'gem_epi': 0.962333333, 'gem_oppervlakte': 139.25555559999998}, '>2010': {'aantal_woningen': 778.0, 'aantal_kleine_woningen': 207, 'gem_epi': 0.9539460154948587, 'gem_oppervlakte': 89.02699228470438}}, 'Terraced house': {'>2010': {'aantal_woningen': 21, 'aantal_kleine_woningen': 0, 'gem_epi': 1.0, 'gem_oppervlakte': 172.66666669999998}}, 'Semi-detached house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'>2000': {'aantal_gebouwen': 65, 'gem_epi': 1.276558765, 'totaal_oppervlakte': 8032}}, 'Medium': {'<1991': {'aantal_gebouwen': 3, 'gem_epi': 1.872137405, 'totaal_oppervlakte': 2489}, '>2000': {'aantal_gebouwen': 38, 'gem_epi': 1.183731892, 'totaal_oppervlakte': 18500}}, 'Large': {'1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.65, 'totaal_oppervlakte': 8666}, '>2000': {'aantal_gebouwen': 11, 'gem_epi': 1.028153319, 'totaal_oppervlakte': 91104}}}",['HTHP0001'],"['LTHP0001', 'LTHP0013', 'LTHP0025']",False
BU013,Buurt M,"[234946.6606, 580732.1956]","[('E', 0.6251321361179459), ('H', 0.27626987120223856), ('W', 0.0985979926798155)]",W,LTHP0001,post-analysis,0.6251321361179459,0,238,0.0,0.0,0.0,0.0,0,0.9,100,0.0,30.56872038,7,12.18274933,0.483788451,0.014940618000000001,0.09142192699999999,"BU014,BU001",GM002,Gemeente Y,"{'Apartment': {'2001-2010': {'aantal_woningen': 215, 'aantal_kleine_woningen': 0, 'gem_epi': 0.911906977, 'gem_oppervlakte': 122.58604650000001}, '<1946': {'aantal_woningen': 38, 'aantal_kleine_woningen': 18, 'gem_epi': 1.802368421, 'gem_oppervlakte': 73.02631579}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Terraced house': {'2001-2010': {'aantal_woningen': 22, 'aantal_kleine_woningen': 0, 'gem_epi': 1.264545455, 'gem_oppervlakte': 129.9545455}, '<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 1, 'gem_epi': 2.18, 'gem_oppervlakte': 76.5}, '>2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 0.9, 'gem_oppervlakte': 200.0}}, 'Semi-detached house': {'2001-2010': {'aantal_woningen': 54, 'aantal_kleine_woningen': 0, 'gem_epi': 1.001481481, 'gem_oppervlakte': 184.9074074}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'2001-2010': {'aantal_woningen': 38, 'aantal_kleine_woningen': 0, 'gem_epi': 0.9644736840000001, 'gem_oppervlakte': 172.44736840000002}, '<1946': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 433.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {}, 'Medium': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 984}, '>2000': {'aantal_gebouwen': 6, 'gem_epi': 1.3, 'totaal_oppervlakte': 2183}}, 'Large': {}}","['HTHP0001', 'HTHP0002']","['LTHP0001', 'LTHP0002', 'LTHP0013', 'LTHP0014', 'LTHP0025', 'LTHP0026']",False
BU009,Buurt I,"[234778.6131, 583193.8062]","[('E', 0.48067290731483214), ('W', 0.4153272911629839), ('H', 0.10399980152218388)]",E,,iteration 1,0.48067290731483214,0,730,167.0,97.0,0.0,1.0,0,0.9,100,0.0,20.82984581,7,6.007262176,0.204968204,0.010886487,0.031278661,"BU010,BU011",GM002,Gemeente Y,"{'Apartment': {'<1946': {'aantal_woningen': 534, 'aantal_kleine_woningen': 205, 'gem_epi': 1.965037453, 'gem_oppervlakte': 82.76966292}, '1946-1974': {'aantal_woningen': 180, 'aantal_kleine_woningen': 70, 'gem_epi': 2.041888889, 'gem_oppervlakte': 85.97222222}, '1991-2000': {'aantal_woningen': 137, 'aantal_kleine_woningen': 85, 'gem_epi': 1.792043796, 'gem_oppervlakte': 86.94160584}, '1975-1990': {'aantal_woningen': 50, 'aantal_kleine_woningen': 42, 'gem_epi': 1.3619999999999999, 'gem_oppervlakte': 72.86}, '>2010': {'aantal_woningen': 681.0, 'aantal_kleine_woningen': 379, 'gem_epi': 0.7992070484816447, 'gem_oppervlakte': 67.05139500587373}}, 'Terraced house': {'2001-2010': {'aantal_woningen': 51, 'aantal_kleine_woningen': 0, 'gem_epi': 0.940392157, 'gem_oppervlakte': 199.31372549999998}, '<1946': {'aantal_woningen': 29, 'aantal_kleine_woningen': 9, 'gem_epi': 1.68137931, 'gem_oppervlakte': 79.55172414}, '1946-1974': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.06, 'gem_oppervlakte': 275.0}, '>2010': {'aantal_woningen': 262.0, 'aantal_kleine_woningen': 0, 'gem_epi': 0.8325572519656489, 'gem_oppervlakte': 121.34351145610685}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.8, 'gem_oppervlakte': 411.0}, '1946-1974': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 79.0}, '>2010': {'aantal_woningen': 1.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.9, 'gem_oppervlakte': 100.0}}, 'Detached house': {'1946-1974': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 153.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 20, 'gem_epi': 2.075345248, 'totaal_oppervlakte': 1231}, '1991-2000': {'aantal_gebouwen': 2, 'gem_epi': 1.92, 'totaal_oppervlakte': 206}, '>2000': {'aantal_gebouwen': 2, 'gem_epi': 1.3, 'totaal_oppervlakte': 177}}, 'Medium': {'<1991': {'aantal_gebouwen': 12, 'gem_epi': 2.182625415, 'totaal_oppervlakte': 11442}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 350}, '>2000': {'aantal_gebouwen': 1, 'gem_epi': 0.85, 'totaal_oppervlakte': 947}}, 'Large': {'<1991': {'aantal_gebouwen': 1, 'gem_epi': 2.25, 'totaal_oppervlakte': 14280}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.0, 'totaal_oppervlakte': 3802}}}","['HTHP0004', 'HTHP0005', 'HTHP0006']","['LTHP0004', 'LTHP0005', 'LTHP0006', 'LTHP0016', 'LTHP0017', 'LTHP0018', 'LTHP0028', 'LTHP0029', 'LTHP0030']",False
BU007,Buurt G,"[234207.0777, 583308.052]","[('W', 0.6350487087979293), ('E', 0.279689313108854), ('H', 0.08526197809321666)]",W,HTHP0008,iteration 1,0.6350487087979293,0,747,255.0,99.0,3.0,1.0,0,0.9,100,0.0,34.83276721,7,7.566123167000001,0.399703035,0.008429845,0.07035849400000001,"BU008,BU009",GM001,Gemeente X,"{'Apartment': {'2001-2010': {'aantal_woningen': 473, 'aantal_kleine_woningen': 244, 'gem_epi': 1.191057082, 'gem_oppervlakte': 63.57716702}, '<1946': {'aantal_woningen': 1937, 'aantal_kleine_woningen': 779, 'gem_epi': 2.13198761, 'gem_oppervlakte': 82.7661332}, '1946-1974': {'aantal_woningen': 8, 'aantal_kleine_woningen': 1, 'gem_epi': 2.2, 'gem_oppervlakte': 122.625}, '1975-1990': {'aantal_woningen': 52, 'aantal_kleine_woningen': 13, 'gem_epi': 1.398461538, 'gem_oppervlakte': 95.92307692}, '>2010': {'aantal_woningen': 370.0, 'aantal_kleine_woningen': 115, 'gem_epi': 0.8259189189459459, 'gem_oppervlakte': 80.61351351459459}}, 'Terraced house': {'2001-2010': {'aantal_woningen': 33, 'aantal_kleine_woningen': 0, 'gem_epi': 1.3042424240000001, 'gem_oppervlakte': 136.969697}, '<1946': {'aantal_woningen': 286, 'aantal_kleine_woningen': 37, 'gem_epi': 2.08027972, 'gem_oppervlakte': 125.506993}, '1946-1974': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.005, 'gem_oppervlakte': 117.0}, '1975-1990': {'aantal_woningen': 5, 'aantal_kleine_woningen': 0, 'gem_epi': 1.3259999999999998, 'gem_oppervlakte': 105.2}, '>2010': {'aantal_woningen': 225.0, 'aantal_kleine_woningen': 6, 'gem_epi': 0.8156888886400001, 'gem_oppervlakte': 117.01777778399999}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 197.33333330000002}, '>2010': {'aantal_woningen': 1.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.9, 'gem_oppervlakte': 100.0}}, 'Detached house': {'1946-1974': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 247.5}, '1975-1990': {'aantal_woningen': 11, 'aantal_kleine_woningen': 0, 'gem_epi': 1.82, 'gem_oppervlakte': 135.0}, '>2010': {'aantal_woningen': 3.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.9, 'gem_oppervlakte': 100.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 31, 'gem_epi': 2.156852512, 'totaal_oppervlakte': 3085}, '>2000': {'aantal_gebouwen': 7, 'gem_epi': 1.073879717, 'totaal_oppervlakte': 848}}, 'Medium': {'<1991': {'aantal_gebouwen': 17, 'gem_epi': 2.079548783, 'totaal_oppervlakte': 14339}, '>2000': {'aantal_gebouwen': 6, 'gem_epi': 0.9303063309999999, 'totaal_oppervlakte': 2938}}, 'Large': {'<1991': {'aantal_gebouwen': 3, 'gem_epi': 1.855364512, 'totaal_oppervlakte': 12359}, '1991-2000': {'aantal_gebouwen': 1, 'gem_epi': 1.27, 'totaal_oppervlakte': 17927}, '>2000': {'aantal_gebouwen': 1, 'gem_epi': 0.75, 'totaal_oppervlakte': 2151}}}","['HTHP0006', 'HTHP0007', 'HTHP0008']","['LTHP0006', 'LTHP0007', 'LTHP0008', 'LTHP0018', 'LTHP0019', 'LTHP0020', 'LTHP0030', 'LTHP0031', 'LTHP0032']",True
BU005,Buurt E,"[233411.2264, 583900.4747]","[('W', 0.5848072264959431), ('H', 0.27299874056396223), ('E', 0.14219403294009486)]",W,HTHP0008,iteration 1,0.5848072264959431,0,326,0.0,0.0,0.0,0.0,0,0.9,100,0.0,24.60747923,7,6.893496183,0.511603383,0.013191292,0.06936276599999999,"BU006,BU007",GM001,Gemeente X,"{'Apartment': {'<1946': {'aantal_woningen': 459, 'aantal_kleine_woningen': 217, 'gem_epi': 1.865686275, 'gem_oppervlakte': 73.82135076}, '1946-1974': {'aantal_woningen': 954, 'aantal_kleine_woningen': 656, 'gem_epi': 1.823532495, 'gem_oppervlakte': 63.05555556}, '1991-2000': {'aantal_woningen': 52, 'aantal_kleine_woningen': 42, 'gem_epi': 1.256923077, 'gem_oppervlakte': 73.65384615}, '1975-1990': {'aantal_woningen': 124, 'aantal_kleine_woningen': 41, 'gem_epi': 1.413951613, 'gem_oppervlakte': 84.93548387}, '>2010': {'aantal_woningen': 184, 'aantal_kleine_woningen': 5, 'gem_epi': 0.9863586959999999, 'gem_oppervlakte': 82.43478261}}, 'Terraced house': {'<1946': {'aantal_woningen': 277, 'aantal_kleine_woningen': 137, 'gem_epi': 1.440252708, 'gem_oppervlakte': 82.81949458}, '1946-1974': {'aantal_woningen': 50, 'aantal_kleine_woningen': 18, 'gem_epi': 1.5312, 'gem_oppervlakte': 94.64}, '1991-2000': {'aantal_woningen': 20, 'aantal_kleine_woningen': 0, 'gem_epi': 1.334, 'gem_oppervlakte': 110.05}, '1975-1990': {'aantal_woningen': 66, 'aantal_kleine_woningen': 0, 'gem_epi': 1.006969697, 'gem_oppervlakte': 113.7424242}, '>2010': {'aantal_woningen': 142, 'aantal_kleine_woningen': 40, 'gem_epi': 0.8653521129999999, 'gem_oppervlakte': 100.0352113}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 18, 'aantal_kleine_woningen': 9, 'gem_epi': 1.458888889, 'gem_oppervlakte': 105.5}, '1946-1974': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.49, 'gem_oppervlakte': 103.0}, '1975-1990': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.8, 'gem_oppervlakte': 126.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 3, 'aantal_kleine_woningen': 0, 'gem_epi': 1.79, 'gem_oppervlakte': 268.0}, '1946-1974': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 2.23, 'gem_oppervlakte': 286.25}, '1975-1990': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.1, 'gem_oppervlakte': 105.0}, '>2010': {'aantal_woningen': 1, 'aantal_kleine_woningen': 0, 'gem_epi': 1.04, 'gem_oppervlakte': 138.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 18, 'gem_epi': 2.4782784959999997, 'totaal_oppervlakte': 1702}, '1991-2000': {'aantal_gebouwen': 2, 'gem_epi': 1.3, 'totaal_oppervlakte': 95}, '>2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 124}}, 'Medium': {'<1991': {'aantal_gebouwen': 6, 'gem_epi': 2.153370415, 'totaal_oppervlakte': 3326}, '1991-2000': {'aantal_gebouwen': 2, 'gem_epi': 1.3, 'totaal_oppervlakte': 961}}, 'Large': {}}",['HTHP0008'],"['LTHP0008', 'LTHP0009', 'LTHP0010', 'LTHP0020', 'LTHP0021', 'LTHP0022', 'LTHP0032', 'LTHP0033', 'LTHP0034']",True
BU008,Buurt H,"[234538.9207, 582624.6119]","[('W', 0.6347613428126979), ('H', 0.2144671950950311), ('E', 0.1507714620922709)]",W,HTHP0007,iteration 1,0.6347613428126979,0,376,0.0,0.0,0.0,0.0,0,0.9,100,0.0,33.34211294,7,7.14476605,0.528073743,0.01442516,0.069334616,"BU009,BU010",GM002,Gemeente Y,"{'Apartment': {'2001-2010': {'aantal_woningen': 72, 'aantal_kleine_woningen': 2, 'gem_epi': 1.086111111, 'gem_oppervlakte': 102.0694444}, '<1946': {'aantal_woningen': 1005, 'aantal_kleine_woningen': 511, 'gem_epi': 1.978427861, 'gem_oppervlakte': 83.09950249}, '1946-1974': {'aantal_woningen': 713, 'aantal_kleine_woningen': 246, 'gem_epi': 2.075259467, 'gem_oppervlakte': 76.06732118}, '1991-2000': {'aantal_woningen': 76, 'aantal_kleine_woningen': 30, 'gem_epi': 1.311447368, 'gem_oppervlakte': 73.92105263}, '1975-1990': {'aantal_woningen': 294, 'aantal_kleine_woningen': 151, 'gem_epi': 1.683027211, 'gem_oppervlakte': 72.24489796}, '>2010': {'aantal_woningen': 300, 'aantal_kleine_woningen': 300, 'gem_epi': 0.9332, 'gem_oppervlakte': 41.21333333}}, 'Terraced house': {'2001-2010': {'aantal_woningen': 4, 'aantal_kleine_woningen': 0, 'gem_epi': 0.925, 'gem_oppervlakte': 170.0}, '<1946': {'aantal_woningen': 289, 'aantal_kleine_woningen': 11, 'gem_epi': 2.071522491, 'gem_oppervlakte': 135.9723183}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Semi-detached house': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.37, 'gem_oppervlakte': 227.5}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}, 'Detached house': {'<1946': {'aantal_woningen': 2, 'aantal_kleine_woningen': 0, 'gem_epi': 2.515, 'gem_oppervlakte': 165.0}, '>2010': {'aantal_woningen': 0.0, 'aantal_kleine_woningen': 0.0, 'gem_epi': 0.0, 'gem_oppervlakte': 0.0}}}","{'Small': {'<1991': {'aantal_gebouwen': 24, 'gem_epi': 2.028035631, 'totaal_oppervlakte': 2133}, '>2000': {'aantal_gebouwen': 2, 'gem_epi': 1.3, 'totaal_oppervlakte': 121}}, 'Medium': {'<1991': {'aantal_gebouwen': 20, 'gem_epi': 2.104972864, 'totaal_oppervlakte': 14372}, '>2000': {'aantal_gebouwen': 3, 'gem_epi': 0.9947635140000001, 'totaal_oppervlakte': 3552}}, 'Large': {'>2000': {'aantal_gebouwen': 1, 'gem_epi': 1.3, 'totaal_oppervlakte': 2454}}}","['HTHP0005', 'HTHP0006', 'HTHP0007']","['LTHP0005', 'LTHP0006', 'LTHP0007', 'LTHP0017', 'LTHP0018', 'LTHP0019', 'LTHP0029', 'LTHP0030', 'LTHP0031']",True
